Coluna;Mês Desligamento
Município;Não desligado ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;1196;24;14;29;23;20;27;32;29;16;37;51;55;1553
110002;7197;248;337;375;329;354;376;264;484;324;316;436;436;11476
110003;310;1;4;2;8;0;4;7;2;4;4;4;3;353
110004;7247;237;386;334;319;332;328;341;344;301;358;387;475;11389
110005;1013;30;30;38;34;33;37;38;37;24;24;43;154;1535
110006;1110;8;17;26;33;27;27;27;25;18;34;37;188;1577
110007;273;4;6;10;8;6;11;7;3;3;5;8;92;436
110008;357;34;7;3;2;4;4;5;7;11;4;0;14;452
110009;1902;31;57;62;77;110;71;63;56;81;95;94;173;2872
110010;2099;19;22;47;39;41;41;50;25;43;45;38;52;2561
110011;4260;193;200;262;183;208;213;191;305;224;270;239;569;7317
110012;12930;365;650;599;541;644;632;713;714;620;565;680;792;20445
110013;788;15;21;13;15;18;19;17;19;21;11;45;21;1023
110014;712;15;10;7;11;7;11;7;5;12;24;14;30;865
110015;2750;67;92;114;118;121;135;131;160;132;137;164;194;4315
110018;3577;127;131;157;141;181;239;189;174;157;146;179;201;5599
110020;77113;1053;2220;2003;6062;3836;1891;1461;1431;1309;1384;1593;1709;103065
110025;1129;28;15;20;22;31;29;57;36;41;41;38;111;1598
110026;120;0;1;0;0;10;1;0;0;1;2;0;60;195
110028;3815;132;155;156;134;299;193;163;150;176;154;135;203;5865
110029;488;11;16;14;7;4;15;9;7;11;14;11;17;624
110030;6962;239;326;322;313;309;329;277;294;310;347;409;459;10896
110032;778;27;20;24;21;24;23;22;33;22;30;19;17;1060
110033;604;7;8;17;8;18;17;11;12;13;15;6;73;809
110034;1072;24;16;39;11;21;35;34;53;27;50;15;106;1503
110037;323;1;6;1;2;5;3;1;4;7;19;9;18;399
110040;382;3;19;18;12;9;14;9;15;6;8;10;27;532
110045;734;28;34;58;46;60;93;79;117;92;68;91;276;1776
110050;53;1;2;3;2;1;0;5;2;0;2;2;4;77
110060;166;5;5;8;4;5;5;10;3;7;7;14;54;293
110070;375;7;10;17;10;18;13;11;11;10;37;17;51;587
110080;562;15;18;23;18;12;19;27;23;37;18;21;47;840
110090;46;2;0;0;0;7;3;0;1;2;4;1;4;70
110092;466;20;17;26;39;31;19;25;19;11;25;31;23;752
110094;276;27;18;42;29;37;23;17;21;16;21;19;19;565
110100;252;5;6;4;5;4;1;2;1;0;5;20;11;316
110110;380;6;5;9;5;13;7;7;157;3;15;6;51;664
110120;340;4;3;4;1;5;3;2;4;5;2;4;7;384
110130;616;9;13;20;27;49;21;27;22;18;26;33;98;979
110140;518;15;24;25;27;34;42;31;32;16;22;15;106;907
110143;244;2;4;6;0;3;5;4;1;3;35;1;3;311
110145;161;0;1;1;4;1;3;1;3;2;3;1;0;181
110146;101;2;0;0;3;3;0;1;0;1;1;1;40;153
110147;94;0;3;0;4;0;0;3;1;0;1;1;12;119
110148;150;0;1;0;0;0;1;1;1;0;0;2;4;160
110149;366;14;18;24;45;23;38;33;48;55;80;63;217;1024
110150;400;5;17;17;5;14;7;9;9;10;14;11;19;537
110155;32;1;1;0;7;0;0;0;1;0;1;0;2;45
110160;397;14;13;14;10;19;29;7;16;11;11;25;36;602
110170;407;0;3;8;7;10;13;3;5;10;8;3;10;487
110175;187;5;4;8;6;6;4;16;5;2;6;2;9;260
110180;74;2;0;0;5;3;5;2;4;2;4;5;0;106
120001;236;0;0;1;3;3;1;1;2;1;4;2;4;258
120005;112;0;0;0;0;0;0;0;1;0;0;1;2;116
120010;385;12;2;5;19;10;13;6;2;8;2;6;14;484
120013;606;8;4;4;4;12;5;10;10;1;4;7;8;683
120017;140;2;5;7;1;18;6;3;4;3;10;8;12;219
120020;2346;41;38;39;38;40;44;63;76;44;51;84;127;3031
120025;154;2;2;7;3;13;4;3;2;1;2;2;3;198
120030;393;1;0;1;0;0;0;1;5;0;1;0;1;403
120032;67;0;0;0;0;0;0;0;0;0;0;1;0;68
120033;201;0;1;1;0;0;0;1;2;0;4;1;1;212
120034;86;0;0;0;0;0;0;0;0;5;0;0;0;91
120035;84;0;0;0;0;0;0;0;0;0;0;0;25;109
120038;386;5;0;0;4;7;22;9;6;2;0;7;5;453
120039;93;0;0;0;0;0;0;0;0;0;0;0;0;93
120040;53749;603;840;820;698;870;772;751;955;912;1130;1411;1201;64712
120042;142;0;0;0;0;1;0;0;0;0;0;0;0;143
120043;65;0;0;0;0;0;0;1;0;0;0;0;0;66
120045;508;5;8;8;19;11;9;6;6;8;14;12;13;627
120050;570;8;3;5;3;7;4;8;19;4;17;6;8;662
120060;603;7;5;4;9;9;2;17;10;10;46;67;18;807
120070;360;2;2;2;2;4;1;2;0;1;0;0;1;377
120080;162;0;0;0;0;2;0;2;0;3;1;2;5;177
130002;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130006;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130008;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130010;2;0;0;0;0;0;0;0;0;0;0;0;0;2
130014;204;1;0;0;1;0;0;1;0;0;0;0;2;209
130020;35;0;0;1;0;0;0;0;0;2;1;2;0;41
130030;99;0;0;0;0;0;0;0;1;0;0;0;0;100
130040;102;0;0;0;0;0;0;0;0;0;0;0;1;103
130050;238;0;1;0;0;0;0;0;0;0;0;0;2;241
130060;344;0;1;0;0;0;2;2;0;0;1;0;1;351
130063;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130068;145;3;0;1;0;0;0;0;0;0;0;0;0;149
130070;311;0;0;0;0;1;1;0;0;2;0;2;5;322
130080;165;0;0;1;0;0;0;1;0;1;0;0;2;170
130083;261;0;3;2;0;1;1;0;0;1;0;0;0;269
130090;4;0;0;0;0;0;1;0;0;0;0;0;0;5
130100;98;4;6;15;8;1;6;1;6;3;365;1;1;515
130110;277;2;4;1;3;0;2;2;1;1;1;0;4;298
130115;5;1;0;0;0;0;0;0;0;1;0;0;0;7
130120;1595;16;25;29;15;331;22;18;15;12;16;29;16;2139
130130;119;0;0;2;0;0;1;0;1;0;8;0;7;138
130140;226;1;3;2;0;3;1;5;3;11;2;5;2;264
130150;17;0;0;0;0;0;0;0;0;0;0;0;0;17
130160;154;0;0;0;0;0;0;0;0;0;0;0;1;155
130165;28;1;0;2;2;1;2;2;1;1;5;5;22;72
130170;1113;42;13;17;5;25;50;18;11;10;10;26;138;1478
130180;118;0;0;0;0;0;0;0;0;0;0;0;0;118
130185;856;12;23;27;13;24;9;16;16;40;22;17;11;1086
130190;4656;56;86;83;62;54;54;168;314;165;159;89;64;6010
130195;83;0;0;0;0;0;0;0;0;0;0;0;0;83
130200;139;0;0;0;0;0;0;0;0;0;2;1;0;142
130210;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130220;104;0;0;0;0;0;0;0;0;0;0;0;0;104
130230;7;0;0;0;0;0;0;1;0;0;0;0;2;10
130240;274;1;0;10;3;3;7;1;1;1;1;2;5;309
130250;900;10;7;16;12;18;26;16;13;26;62;53;48;1207
