Coluna;Mês Admissão
Município;Não admitido ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;3006;136;101;147;149;125;134;147;169;143;121;96;90;4564
110002;19737;1252;1471;1145;1079;1102;1195;1296;1338;1147;1029;878;712;33381
110003;754;27;44;22;29;33;30;39;39;29;22;24;11;1103
110004;18960;1179;1233;1186;1185;1149;1104;1091;1247;1106;897;919;622;31878
110005;2640;211;144;110;116;173;189;166;167;147;119;94;114;4390
110006;2571;91;122;114;147;127;103;112;144;142;123;77;85;3958
110007;1333;97;98;65;51;78;218;111;97;143;90;66;56;2503
110008;1112;30;35;37;42;112;54;26;31;26;25;22;19;1571
110009;5616;250;280;277;333;387;340;292;303;316;278;267;224;9163
110010;4195;137;179;146;122;142;173;145;177;166;227;143;89;6041
110011;10763;512;553;576;457;620;624;614;544;421;410;421;422;16937
110012;30162;1412;1727;1978;1699;1753;1659;1852;1792;1682;1596;1382;1132;49826
110013;3487;231;213;195;172;213;177;163;189;208;182;138;97;5665
110014;1866;45;126;75;122;80;76;115;103;82;82;66;54;2892
110015;6158;224;256;313;270;295;344;266;282;309;314;269;228;9528
110018;10591;582;464;442;407;536;548;543;515;466;449;364;307;16214
110020;167723;5351;6631;5833;5058;5173;5984;6523;5844;5241;5312;4762;3633;233068
110025;2601;152;323;200;148;146;139;103;159;129;112;96;82;4390
110026;819;67;40;29;27;50;21;25;34;72;42;25;23;1274
110028;12277;538;765;595;548;554;530;752;821;696;663;434;422;19595
110029;1008;43;34;30;40;41;53;33;25;31;26;35;17;1416
110030;26424;1596;1718;1840;1542;1566;1775;1658;1734;1491;1465;1262;1033;45104
110032;3716;166;98;177;123;121;117;115;196;156;104;95;116;5300
110033;1985;81;79;60;189;91;78;92;104;129;73;58;40;3059
110034;1449;38;52;72;66;42;43;45;51;35;50;26;22;1991
110037;1101;22;38;32;46;29;48;59;45;41;47;45;24;1577
110040;1650;89;99;69;82;65;122;85;101;66;62;41;38;2569
110045;3596;358;258;326;205;236;306;181;197;219;193;144;109;6328
110050;1050;36;47;51;58;41;27;51;44;26;33;28;21;1513
110060;576;40;53;28;15;27;20;9;25;13;10;8;7;831
110070;936;32;33;34;103;41;48;38;56;38;35;39;13;1446
110080;2558;109;145;117;183;167;127;144;165;247;97;232;94;4385
110090;490;22;20;18;11;13;11;15;118;25;21;17;7;788
110092;3179;275;185;170;159;142;153;171;185;191;139;117;121;5187
110094;1665;89;133;115;79;127;150;172;164;105;85;51;70;3005
110100;810;29;44;40;19;46;20;15;27;25;8;14;13;1110
110110;1333;63;62;87;82;92;154;103;54;62;60;47;46;2245
110120;935;27;33;31;47;42;36;40;35;34;32;24;33;1349
110130;1411;47;50;34;83;61;47;63;61;50;44;37;25;2013
110140;1387;50;122;62;37;60;47;38;56;77;47;35;26;2044
110143;687;11;24;82;28;18;41;14;14;15;16;15;11;976
110145;730;23;35;31;32;61;36;30;47;31;36;16;14;1122
110146;357;26;47;27;27;47;33;47;61;72;70;70;27;911
110147;452;31;12;10;6;29;24;15;12;7;11;11;5;625
110148;662;35;26;23;22;26;26;32;20;26;12;24;19;953
110149;1888;99;92;97;92;82;115;87;87;78;71;66;41;2895
110150;1356;50;60;59;56;45;50;49;45;54;40;45;33;1942
110155;472;15;8;10;13;18;16;20;24;11;17;7;6;637
110160;944;34;55;40;30;101;27;40;31;34;23;22;14;1395
110170;1604;72;47;72;104;73;54;50;68;61;62;30;24;2321
110175;793;19;34;43;40;43;27;25;22;25;20;17;9;1117
110180;792;29;25;20;26;39;26;29;21;13;40;21;14;1095
120001;988;27;44;43;57;42;34;40;46;40;29;43;23;1456
120005;487;61;11;12;33;36;21;18;22;14;6;11;5;737
120010;2795;96;103;135;143;174;86;173;124;90;121;119;85;4244
