Coluna;Mês Admissão
Município;Não admitido ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;2828;156;148;108;180;173;158;138;124;145;117;95;66;4436
110002;17574;1329;1320;1115;1393;1757;1247;1265;1286;1141;1108;1006;669;32210
110003;570;31;18;32;18;28;12;28;16;27;28;29;12;849
110004;15162;1133;966;1007;1095;924;862;998;1104;944;886;805;612;26498
110005;2062;121;138;97;142;75;96;98;121;94;101;83;75;3303
110006;1979;82;159;107;86;108;97;111;104;78;129;96;68;3204
110007;1046;64;44;43;33;38;31;41;39;39;38;48;20;1524
110008;976;89;43;41;61;52;42;41;30;33;31;9;20;1468
110009;4245;167;191;206;214;205;215;246;279;203;214;182;127;6694
110010;3817;201;158;164;142;146;168;186;357;142;112;116;73;5782
110011;8627;667;928;623;552;621;468;522;530;389;460;397;316;15100
110012;24786;1756;1398;1504;1677;1410;1375;1544;1516;1492;1328;1428;986;42200
110013;2707;159;149;142;138;163;168;186;149;144;163;101;122;4491
110014;1458;110;57;57;73;100;72;75;59;46;54;42;32;2235
110015;5563;233;201;292;293;267;207;220;220;211;217;204;153;8281
110018;8533;743;455;556;610;561;500;493;586;506;524;472;339;14878
110020;191778;8867;8300;8037;9101;7344;7301;9094;7752;6393;7009;6673;5063;282712
110025;2325;142;90;97;113;197;100;104;154;140;173;104;136;3875
110026;541;44;53;47;31;29;41;23;31;24;20;26;7;917
110028;9526;608;799;683;615;631;585;705;601;538;661;605;407;16964
110029;1233;35;31;29;37;72;64;62;55;27;29;34;25;1733
110030;17846;1397;1287;1203;1345;1284;1174;1266;1250;1272;1227;994;777;32322
110032;2608;142;261;138;129;116;86;122;197;149;111;115;80;4254
110033;1858;98;173;127;71;70;72;76;110;93;118;148;39;3053
110034;1321;45;49;77;64;72;74;57;42;66;84;28;24;2003
110037;903;47;43;26;38;28;36;28;40;15;21;12;9;1246
110040;1592;125;93;112;134;92;100;90;99;92;75;49;34;2687
110045;3046;222;189;184;287;182;172;201;175;182;164;131;241;5376
110050;595;46;42;33;31;12;54;75;23;18;24;33;18;1004
110060;526;37;19;15;27;27;16;15;23;31;16;15;6;773
110070;864;37;27;53;47;47;28;49;16;28;18;22;15;1251
110080;1522;85;123;177;138;75;122;117;102;138;124;92;34;2849
110090;336;41;17;22;10;18;15;23;12;9;14;9;2;528
110092;2091;232;215;175;142;135;126;190;116;127;132;89;76;3846
110094;1905;119;132;163;147;141;132;160;218;167;208;165;48;3705
110100;620;39;27;35;18;31;13;32;13;11;9;10;8;866
110110;1249;88;92;46;82;55;81;89;55;72;40;65;18;2032
110120;803;24;26;36;21;41;41;29;44;37;22;18;10;1152
110130;1130;32;45;41;59;47;40;40;55;56;37;27;17;1626
110140;1278;97;123;107;80;67;76;96;71;95;87;59;39;2275
110143;369;9;11;16;13;12;8;7;11;21;14;7;5;503
110145;524;33;39;59;40;34;37;37;29;35;30;23;18;938
110146;413;103;78;27;24;41;63;79;62;36;50;47;15;1038
110147;344;21;22;17;4;6;7;7;7;9;8;4;3;459
110148;383;51;29;18;22;14;20;21;13;21;12;13;10;627
110149;1402;64;114;70;84;69;58;54;104;38;76;34;37;2204
110150;1042;48;33;65;43;43;56;90;63;54;40;53;27;1657
110155;471;36;25;12;17;19;7;18;24;18;28;11;7;693
110160;835;85;33;25;61;23;32;26;22;17;19;22;24;1224
110170;827;30;24;32;21;25;40;35;18;26;25;13;17;1133
110175;631;34;18;20;31;49;22;17;20;10;16;11;7;886
110180;644;29;17;35;18;30;14;17;13;18;6;14;7;862
119999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120001;784;46;33;42;37;53;27;46;41;20;28;19;12;1188
120005;102;4;2;4;9;11;4;4;6;3;5;5;10;169
120010;1498;86;105;152;78;80;71;113;63;61;50;47;46;2450
120013;892;50;30;73;65;73;39;73;41;45;33;21;11;1446
120017;625;12;10;32;27;119;89;65;12;6;8;9;27;1041
120020;6966;339;202;260;635;356;456;417;315;315;264;234;187;10946
120025;1110;120;40;90;38;37;100;50;37;55;47;42;31;1797
120030;1364;65;173;51;54;57;56;61;59;191;13;24;8;2176
120032;343;4;0;0;1;1;0;0;2;0;0;0;0;351
