Coluna;Mês Admissão
Município;Não admitido ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;2509;105;152;74;100;137;143;126;93;125;71;116;50;3801
110002;16532;1104;1243;1193;1412;1295;1199;1235;1278;1070;1158;1018;692;30429
110003;532;21;27;35;13;33;20;29;23;19;21;23;33;829
110004;15292;740;771;931;766;936;1129;906;1039;818;845;834;648;25655
110005;1938;114;165;194;148;200;165;187;274;156;165;138;137;3981
110006;1957;94;87;75;70;95;114;113;67;59;66;58;116;2971
110007;930;48;29;33;36;33;42;59;29;47;32;36;37;1391
110008;809;16;20;26;14;63;32;130;63;38;24;42;33;1310
110009;3933;209;236;131;181;212;281;328;216;139;147;204;135;6352
110010;3591;124;116;206;194;155;158;263;160;147;140;135;60;5449
110011;8817;502;521;502;531;604;641;622;585;477;594;373;255;15024
110012;23732;1231;1223;1342;2378;1689;1860;1675;1504;1874;1427;1389;978;42302
110013;2671;136;107;132;98;168;113;211;171;114;121;65;76;4183
110014;1448;52;46;85;100;88;125;56;65;57;42;28;37;2229
110015;5391;397;348;310;278;282;264;294;260;231;229;288;235;8807
110018;8061;380;415;572;481;547;602;656;646;487;473;489;425;14234
110020;189264;9731;9627;8479;9530;9936;9124;9609;9137;8422;7689;8190;5194;293932
110025;2201;89;85;96;116;116;101;95;117;90;117;68;62;3353
110026;502;24;40;41;36;17;26;50;23;27;20;15;59;880
110028;9010;548;519;618;595;657;672;641;540;434;623;940;587;16384
110029;1270;22;39;32;28;30;47;41;25;24;43;61;12;1674
110030;16664;1081;1122;1026;945;959;1148;1164;1517;1047;1051;952;798;29474
110032;2427;123;136;738;186;160;170;185;98;111;120;124;73;4651
110033;1830;146;82;75;129;119;126;97;123;131;89;81;61;3089
110034;1429;30;51;54;47;48;97;131;42;30;39;32;25;2055
110037;806;25;33;25;24;23;18;23;43;18;16;16;15;1085
110040;1674;77;91;90;71;81;82;96;95;72;57;55;26;2567
110045;3407;308;217;234;183;202;183;183;176;146;152;154;105;5650
110050;707;12;57;55;60;24;58;38;17;8;12;8;8;1064
110060;466;25;11;15;11;22;18;19;15;15;11;13;12;653
110070;807;28;37;33;30;38;30;21;37;24;20;16;17;1138
110080;1375;69;60;54;44;58;87;65;62;60;46;50;28;2058
110090;438;13;34;17;40;11;23;28;4;9;7;6;6;636
110092;1962;155;164;141;112;114;125;147;138;181;145;146;94;3624
110094;1812;151;102;119;171;121;220;170;175;167;155;111;61;3535
110100;649;15;24;38;17;12;18;30;13;18;10;7;11;862
110110;1148;48;82;83;73;67;65;69;54;86;50;46;40;1911
110120;762;24;40;30;37;46;27;27;27;21;20;18;13;1092
110130;1121;34;43;58;77;35;58;31;40;30;25;35;17;1604
110140;1357;83;83;99;101;105;96;114;116;75;80;68;47;2424
110143;400;7;9;28;25;9;6;6;7;14;4;10;6;531
110145;476;30;27;38;26;28;31;31;50;37;36;18;26;854
110146;456;43;43;39;49;42;32;49;30;19;32;24;16;874
110147;262;47;67;32;9;17;11;6;11;3;7;8;9;489
110148;411;18;9;20;4;15;13;13;25;6;8;14;4;560
110149;1417;63;256;77;82;79;81;89;96;59;55;39;24;2417
110150;932;47;36;62;47;60;44;58;28;15;26;25;24;1404
110155;489;14;16;3;28;26;11;10;5;8;14;13;5;642
110160;755;16;44;48;40;29;20;41;25;12;16;19;13;1078
110170;813;21;28;24;44;32;15;29;23;16;31;17;12;1105
110175;593;21;11;21;38;41;22;13;20;18;15;8;21;842
110180;615;20;18;19;23;17;16;16;13;5;8;16;7;793
119999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120001;826;34;21;30;45;40;24;31;40;30;31;48;11;1211
120005;295;4;3;16;3;2;3;3;6;6;3;1;5;350
120010;1350;70;80;68;93;46;57;61;44;52;37;36;32;2026
120013;999;41;31;44;50;38;43;61;100;68;36;32;17;1560
120017;698;54;13;9;20;26;49;101;56;6;50;10;7;1099
120020;6796;310;235;286;263;361;448;386;451;332;223;216;176;10483
120025;1152;35;28;42;42;36;42;32;41;33;46;56;21;1606
120030;1320;21;70;134;34;53;12;53;22;15;44;19;10;1807
120032;500;1;0;2;0;0;3;0;0;1;0;0;0;507
120033;524;8;4;144;33;40;24;20;8;9;11;7;3;835
120034;408;2;10;9;13;1;4;2;1;1;1;7;0;459
120035;902;1;1;46;6;6;3;0;1;0;3;2;0;971
120038;1115;52;40;40;59;33;44;42;42;39;48;47;20;1621
120039;442;2;2;4;14;10;2;4;1;4;0;1;1;487
120040;95925;3473;7007;5356;4861;4428;4242;4137;3979;3603;3082;2851;2175;145119
120042;648;4;6;0;5;3;2;9;0;0;3;3;2;685
120043;204;0;1;0;0;1;0;0;1;0;0;0;0;207
120045;1674;100;106;59;60;97;229;75;74;60;75;71;37;2717
120050;1847;138;69;84;136;81;86;115;101;75;64;69;35;2900
120060;1443;55;36;19;24;49;63;44;48;32;37;46;13;1909
120070;695;29;22;27;22;25;26;30;21;17;7;15;10;946
120080;375;25;21;16;28;15;28;24;29;32;25;15;14;647
129999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130002;510;6;2;6;2;5;3;0;4;1;0;0;0;539
130006;292;5;17;97;12;11;40;2;0;0;0;1;0;477
130008;344;8;5;110;3;3;3;4;0;0;4;0;0;484
130010;562;7;0;42;2;2;0;8;2;0;1;1;0;627
130014;868;15;45;13;30;23;16;11;5;5;10;5;4;1050
130020;709;4;2;3;2;2;0;4;0;0;0;0;0;726
130030;849;25;6;14;15;7;4;10;3;1;8;2;4;948
130040;700;36;6;1;4;72;25;0;23;1;6;4;0;878
130050;1105;3;3;28;7;6;1;7;3;1;4;3;2;1173
130060;1298;33;12;478;9;11;15;13;5;0;6;3;1;1884
130063;19;0;1;0;0;3;0;0;0;0;0;1;0;24
130068;478;2;0;0;5;0;4;2;4;0;2;2;0;499
130070;1731;42;44;30;48;28;49;42;83;72;58;33;27;2287
130080;1382;45;10;303;26;24;10;15;16;25;7;8;15;1886
130083;725;129;0;1;0;1;0;0;0;0;0;0;0;856
130090;216;5;1;3;0;1;1;6;1;0;0;3;1;238
130100;764;14;10;105;12;4;7;2;4;2;8;10;2;944
130110;1319;25;43;37;15;20;29;23;20;27;28;10;7;1603
130115;879;10;23;22;15;5;7;13;0;2;4;2;0;982
130120;2458;147;80;43;50;59;79;113;78;68;44;41;15;3275
130130;1010;1;1;1;15;0;2;1;0;0;6;9;8;1054
130140;1470;12;4;16;2;6;4;4;10;5;1;3;3;1540
130150;680;17;4;7;41;4;3;90;11;1;1;1;0;860
130160;1009;0;10;3;0;2;0;1;1;0;0;0;0;1026
130165;699;5;0;3;0;0;3;6;1;4;0;3;2;726
130170;1986;267;108;703;135;88;75;125;91;91;86;62;34;3851
130180;368;3;3;2;0;1;0;0;0;1;0;2;1;381
130185;2889;432;127;520;239;165;167;153;149;127;158;121;42;5289
130190;8418;217;478;334;199;181;194;390;308;296;196;172;151;11534
130195;412;0;0;13;3;2;0;5;0;0;0;0;0;435
130200;1908;179;294;140;75;288;124;305;200;90;201;51;10;3865
130210;373;35;1;53;5;4;0;0;1;0;0;0;0;472
130220;645;1;0;9;1;3;0;0;0;1;0;2;0;662
130230;676;1;2;3;2;9;6;1;0;4;0;0;0;704
130240;1296;51;4;14;12;139;76;58;27;14;13;30;6;1740
130250;4564;1067;308;721;465;246;320;780;350;201;154;148;56;9380
130255;734;29;31;318;103;74;36;34;22;30;31;61;15;1518
130260;515118;29918;24307;27469;25159;24437;25437;26175;27205;23852;26568;21680;14991;812316
130270;1139;32;41;28;25;22;30;52;25;36;29;24;4;1487
130280;326;1;10;249;23;5;0;2;2;0;1;0;0;619
130290;2805;62;46;154;82;41;37;32;38;53;50;30;16;3446
130300;776;17;170;8;3;13;6;12;7;4;5;2;0;1023
130310;940;249;5;3;7;1;7;17;4;4;3;8;2;1250
130320;680;18;21;52;20;10;22;8;6;12;8;19;8;884
130330;693;19;2;114;14;4;3;0;2;3;2;5;0;861
130340;5650;343;1194;305;401;234;216;260;222;160;131;73;45;9234
130350;871;2;2;2;1;4;4;15;4;1;0;0;0;906
130353;4619;145;377;259;166;249;129;145;557;151;187;122;86;7192
130356;1881;95;97;79;111;81;75;63;71;53;37;50;31;2724
130360;223;0;11;3;2;3;0;0;1;0;0;0;0;243
130370;606;188;45;19;2;1;2;1;0;0;0;2;1;867
130380;1696;37;43;728;49;27;42;13;14;3;14;6;7;2679
130390;747;378;15;242;143;24;29;34;8;10;1;3;0;1634
130395;372;4;4;4;6;2;0;2;0;1;0;0;1;396
130400;469;6;4;9;7;15;11;2;5;5;2;1;0;536
130406;2119;39;33;167;38;30;51;41;64;45;39;52;24;2742
130410;1025;0;1;1;0;1;0;1;0;1;0;1;0;1031
130420;4904;1320;84;58;65;77;131;88;89;85;100;202;148;7351
130423;27;0;0;0;1;0;0;0;0;0;0;0;0;28
130426;38;1;0;1;1;0;1;0;0;0;0;0;1;43
130430;894;9;21;12;15;8;5;11;7;6;15;6;5;1014
130440;551;17;9;10;9;11;8;4;4;1;1;0;0;625
139999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140002;84;14;0;4;4;7;9;5;10;5;23;13;11;189
140005;700;31;15;58;17;5;15;22;4;2;6;3;2;880
140010;75320;3310;4521;4292;3200;2893;2952;3621;3111;2974;2930;3085;1922;114131
140015;559;43;27;20;11;13;44;27;4;12;31;12;18;821
140017;632;148;264;74;23;36;21;28;24;11;16;9;13;1299
140020;1373;40;308;71;40;40;54;27;24;31;15;14;12;2049
140023;423;33;31;25;28;44;32;11;7;6;2;3;0;645
140028;361;68;11;17;9;0;5;11;5;15;15;3;0;520
140030;789;121;61;54;35;81;54;31;43;20;18;13;9;1329
140040;219;5;13;2;0;4;5;10;0;10;1;1;2;272
140045;584;52;57;60;16;17;15;21;12;14;26;11;1;886
140047;1633;215;349;170;144;120;58;74;58;81;65;68;29;3064
140050;474;60;25;25;20;7;23;68;29;16;9;4;2;762
140060;349;3;7;8;12;14;9;5;11;8;2;7;8;443
140070;2;0;6;2;0;0;0;0;0;0;0;0;0;10
149999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150010;8325;266;433;587;299;320;344;285;274;278;284;245;299;12239
150013;632;37;14;13;8;11;16;19;22;26;4;8;1;811
150020;3074;99;714;153;82;75;74;47;57;32;90;49;35;4581
150030;1522;19;595;123;55;55;12;35;12;13;10;18;0;2469
150034;1427;86;90;79;85;119;101;77;89;76;73;76;59;2437
150040;2093;204;122;514;61;83;35;26;27;18;8;12;17;3220
150050;8491;296;246;426;242;380;306;501;404;613;478;373;258;13014
150060;16398;1445;2497;2784;1781;1826;2709;2828;2757;3185;2959;2903;1219;45291
150070;1018;13;10;251;11;7;4;8;8;3;7;17;5;1362
150080;58654;3234;2977;2983;2831;2549;3318;3623;3014;2787;3645;2855;2858;95328
150085;1389;51;96;77;342;116;81;64;59;56;45;30;19;2425
150090;1730;24;18;16;12;16;102;7;5;2;6;8;2;1948
150095;1119;14;53;16;14;17;9;25;8;6;12;4;5;1302
150100;768;45;6;407;55;16;4;2;1;20;0;0;0;1324
150110;348;11;3;3;4;3;2;1;0;1;2;3;2;383
150120;1565;53;127;142;34;25;15;12;16;13;14;17;3;2036
150125;433;32;21;48;26;28;16;17;19;14;13;14;8;689
150130;20444;1037;949;1116;892;899;1347;1139;948;935;825;872;645;32048
150140;381749;14684;12861;14336;13897;16076;16249;14566;15740;13875;14508;12762;10679;551982
150145;367;21;12;7;24;8;25;12;16;18;10;4;8;532
150150;6307;318;557;323;289;244;361;463;258;222;321;287;222;10172
150157;983;114;65;36;20;49;55;16;44;30;34;29;31;1506
150160;1096;10;15;99;10;101;24;125;59;59;95;11;18;1722
150170;5551;255;242;136;198;308;259;304;173;152;203;129;170;8080
150172;820;63;98;26;47;25;17;17;31;23;28;15;21;1231
150175;624;30;19;37;20;32;28;13;8;11;22;8;12;864
150178;3103;150;199;219;106;109;121;129;226;161;173;132;80;4908
150180;5351;229;265;183;131;178;172;326;141;94;79;98;27;7274
150190;1325;204;26;66;22;27;18;20;281;20;40;17;17;2083
150195;63;0;0;3;0;0;5;0;1;0;1;1;3;77
150200;840;8;5;37;2;2;3;11;20;29;9;6;0;972
