Coluna;Mês Desligamento
Município;Não desligado ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;1440;35;55;41;41;45;41;29;47;47;40;34;37;1932
110002;8543;333;282;403;459;411;411;380;410;417;449;407;447;13352
110003;350;9;13;7;2;11;5;11;14;4;4;4;12;446
110004;8417;304;323;357;367;454;377;404;369;317;381;421;507;12998
110005;1275;44;45;31;39;46;33;149;54;29;30;30;61;1866
110006;1370;51;44;46;54;73;51;98;53;39;45;59;116;2099
110007;401;5;12;14;8;5;6;3;9;7;6;9;12;497
110008;469;16;10;18;15;14;32;7;11;6;4;8;12;622
110009;2275;60;88;87;123;103;108;133;113;108;119;119;208;3644
110010;2104;54;42;66;57;53;36;48;68;44;55;28;63;2718
110011;5558;195;233;266;256;334;197;255;282;247;234;241;390;8688
110012;14438;574;578;637;643;672;596;733;686;523;634;757;767;22238
110013;1329;31;32;69;46;74;45;50;58;62;65;56;85;2002
110014;711;19;8;13;11;12;17;9;18;16;17;20;20;891
110015;3243;125;105;171;187;160;110;168;149;101;135;155;138;4947
110018;4279;213;197;176;171;189;139;200;173;198;197;205;260;6597
110020;86544;1296;1537;1882;1781;1740;1486;1892;1907;1609;1929;2097;3396;109096
110025;1362;41;33;37;25;131;50;49;34;30;35;33;57;1917
110026;451;1;0;0;5;0;5;3;6;0;1;0;48;520
110028;4721;142;195;187;179;184;175;147;162;145;163;162;199;6761
110029;612;13;8;38;22;32;24;14;18;15;24;16;26;862
110030;8544;281;346;395;393;330;312;390;406;374;407;470;439;13087
110032;890;21;32;25;22;27;26;19;26;27;35;76;26;1252
110033;748;18;23;10;23;6;16;22;19;24;9;11;54;983
110034;1075;13;27;98;34;48;84;40;40;15;55;31;46;1606
110037;464;4;8;20;20;6;14;4;9;12;16;15;13;605
110040;622;9;12;16;26;25;20;13;8;25;19;11;34;840
110045;1568;30;73;72;85;66;64;76;82;99;84;124;159;2582
110050;247;3;1;3;5;3;3;2;4;12;2;4;2;291
110060;232;26;1;10;3;4;8;7;5;3;6;2;29;336
110070;403;10;8;16;8;5;7;10;8;17;9;13;12;526
110080;717;22;21;38;39;58;20;20;22;33;20;36;11;1057
110090;208;1;0;3;2;3;6;2;13;8;3;1;3;253
110092;615;27;21;21;34;11;34;24;16;28;31;70;23;955
110094;276;4;9;9;11;19;14;19;15;9;25;18;24;452
110100;361;12;8;5;3;3;32;13;4;5;3;4;23;476
110110;575;15;33;65;15;10;13;10;16;15;8;13;4;792
110120;446;5;1;8;6;0;3;9;4;9;27;7;2;527
110130;715;12;27;20;23;44;33;18;17;17;102;11;29;1068
110140;525;90;23;35;33;52;32;33;37;26;30;59;227;1202
110143;236;2;3;0;3;1;5;5;6;1;4;3;6;275
110145;207;0;1;0;0;0;1;0;1;0;1;1;0;212
110146;209;4;6;24;12;1;9;2;3;4;9;5;1;289
110147;217;0;0;0;0;2;0;11;2;5;1;2;1;241
110148;252;0;0;1;1;1;1;0;1;3;1;0;0;261
110149;799;36;31;26;38;30;39;35;54;30;68;26;51;1263
110150;464;10;2;8;10;9;10;12;15;10;17;24;12;603
110155;296;0;1;9;4;1;4;2;0;3;5;0;2;327
110160;380;9;7;12;4;3;12;10;8;7;6;10;31;499
110170;400;4;5;9;7;4;8;4;7;3;6;7;15;479
110175;290;4;0;7;15;3;25;5;8;4;6;9;9;385
110180;403;6;2;4;13;11;4;5;3;5;30;1;24;511
119999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120001;461;2;5;6;4;8;3;9;6;3;7;8;5;527
120005;165;1;1;1;1;0;1;0;1;0;5;2;7;185
120010;425;5;8;9;6;11;7;10;10;14;8;8;14;535
120013;448;8;3;6;6;12;1;11;5;10;15;6;26;557
120017;226;3;3;7;1;30;4;10;15;18;7;7;9;340
120020;2674;70;45;37;48;55;93;54;57;62;59;71;80;3405
120025;404;14;30;17;3;11;7;17;10;9;12;12;10;556
120030;710;1;34;4;2;3;13;12;4;5;5;4;11;808
120032;69;0;0;0;0;0;0;0;0;0;0;0;0;69
120033;219;0;0;1;2;1;3;0;2;0;4;1;3;236
120034;110;0;0;0;0;1;0;1;0;0;1;0;0;113
120035;358;0;0;0;0;0;0;2;0;0;3;1;0;364
120038;572;3;9;6;7;17;7;5;4;8;5;8;6;657
120039;281;0;0;1;0;0;0;0;0;0;0;0;3;285
120040;57993;1536;1081;1245;1013;992;956;1140;1235;1198;1375;1208;2328;73300
120042;132;0;0;0;0;0;0;0;0;0;0;0;1;133
120043;81;0;0;0;0;0;0;0;0;0;0;0;0;81
120045;702;19;15;18;12;15;18;12;16;14;29;39;13;922
120050;858;8;9;12;12;14;10;15;9;7;16;14;10;994
120060;871;50;17;10;40;9;5;11;10;10;5;10;12;1060
120070;491;2;5;5;4;9;5;3;1;7;2;8;7;549
120080;189;0;1;0;1;0;4;2;5;4;2;1;2;211
