Coluna;Mês Admissão
Município;Não admitido ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;2782;165;97;129;117;119;83;112;117;103;112;85;57;4078
110002;17104;1002;986;718;808;805;932;1029;1113;1061;982;979;744;28263
110003;637;53;14;11;17;24;31;12;25;12;13;14;7;870
110004;17169;957;1032;953;748;930;1006;1072;1097;1068;978;968;818;28796
110005;2392;136;148;103;85;89;113;94;116;105;105;113;100;3699
110006;2326;78;70;74;97;130;101;96;90;94;91;80;79;3406
110007;1368;131;118;46;30;52;63;46;65;71;70;56;36;2152
110008;866;69;58;30;47;29;35;27;35;18;26;27;16;1283
110009;4920;274;247;264;266;261;361;309;356;300;263;261;177;8259
110010;3703;217;107;136;87;80;129;124;151;136;113;128;106;5217
110011;10178;410;630;463;364;479;487;524;459;424;474;526;416;15834
110012;27946;1348;1362;1387;1323;1395;1503;1630;1538;1487;1533;1319;1026;44797
110013;3256;255;172;164;108;134;209;176;195;190;151;162;129;5301
110014;1617;96;74;68;68;52;82;101;91;85;74;66;39;2513
110015;5739;252;280;292;259;324;298;262;240;297;301;312;214;9070
110018;10000;384;412;426;393;449;662;601;497;530;397;405;351;15507
110020;109175;4243;4267;3680;3544;3952;4475;4510;5018;4581;4390;4638;3851;160324
110025;2534;90;119;86;87;90;104;115;149;128;137;82;77;3798
110026;758;65;41;57;31;28;33;31;35;40;44;35;24;1222
110028;11579;493;666;471;479;431;626;623;641;509;526;477;415;17936
110029;858;45;34;26;49;15;30;31;40;30;21;44;12;1235
110030;22062;1244;1363;1199;1008;1206;1233;1512;1334;1265;1119;1100;919;36564
110032;3272;163;137;129;66;97;136;136;121;121;130;133;96;4737
110033;1905;132;78;78;69;91;67;80;73;47;62;44;37;2763
110034;1291;168;54;61;53;37;54;56;77;50;36;30;33;2000
110037;1031;60;31;20;13;23;24;45;34;36;25;17;8;1367
110040;1275;171;78;65;49;73;99;81;66;117;121;65;40;2300
110045;3241;291;188;173;193;169;200;175;193;261;246;185;106;5621
110050;710;60;37;42;33;25;47;31;31;34;18;18;8;1094
110060;555;50;39;16;15;20;15;15;17;22;18;13;11;806
110070;906;58;42;29;34;32;28;22;33;84;47;37;26;1378
110080;1972;340;128;110;100;132;127;125;114;104;119;102;86;3559
110090;370;67;24;29;10;16;14;18;15;13;11;17;8;612
110092;2774;172;174;161;107;116;139;228;132;123;206;126;69;4527
110094;1239;159;98;120;99;106;81;96;127;80;79;52;39;2375
110100;561;65;16;31;16;23;20;18;19;15;14;39;9;846
110110;1187;33;95;41;75;51;65;55;46;50;42;46;50;1836
110120;893;55;43;37;33;40;21;26;48;86;29;30;18;1359
110130;1242;78;58;69;44;32;54;41;41;57;37;39;33;1825
110140;1315;113;88;81;58;65;68;57;43;27;58;44;39;2056
110143;461;34;9;11;11;14;14;8;15;6;19;10;7;619
110145;602;58;29;31;22;20;39;31;29;15;32;25;10;943
110146;641;132;57;51;27;33;48;23;34;51;47;29;34;1207
110147;387;17;10;8;4;14;7;8;10;7;2;6;7;487
110148;551;39;19;25;13;16;23;18;24;24;15;22;21;810
110149;1415;189;82;53;113;84;61;83;94;68;72;68;27;2409
110150;1149;87;84;40;34;50;45;60;48;37;50;43;24;1751
110155;463;39;11;12;10;17;13;21;17;12;13;9;19;656
110160;781;76;37;40;40;37;18;36;32;17;35;32;16;1197
110170;1365;65;49;49;51;39;71;59;52;65;60;78;39;2042
110175;765;60;26;36;38;26;26;42;24;45;31;17;22;1158
110180;753;24;17;25;21;36;46;13;21;20;28;16;13;1033
120001;916;39;32;18;25;37;58;57;29;27;100;26;16;1380
120005;387;34;39;16;70;74;47;55;38;11;9;13;5;798
120010;2370;109;148;83;74;99;86;119;115;72;108;126;127;3636
120013;1549;123;102;78;99;77;77;111;96;80;101;78;85;2656
120017;652;58;26;6;20;17;16;9;23;66;28;21;14;956
120020;9224;776;480;390;297;357;452;652;464;535;382;297;192;14498
120025;1567;110;38;45;47;77;56;81;110;109;81;55;62;2438
