Coluna;Mês Admissão
Município;Não admitido ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;1520;159;165;72;55;61;82;70;82;75;78;62;35;2516
110002;9696;939;716;871;628;739;914;715;909;712;641;607;394;18481
110003;292;47;21;32;23;21;11;9;8;17;12;3;2;498
110004;9283;499;551;515;511;633;999;560;586;594;465;499;321;16016
110005;1356;85;62;101;156;80;54;64;91;49;141;44;23;2306
110006;1478;110;68;71;92;65;58;53;77;80;90;65;40;2347
110007;539;42;47;35;35;36;54;22;40;73;41;19;19;1002
110008;519;43;7;13;94;26;42;53;44;149;31;18;10;1049
110009;2830;166;167;152;138;253;245;165;162;219;215;108;71;4891
110010;2251;122;80;179;113;87;94;56;84;65;51;89;56;3327
110011;6052;401;408;452;434;395;463;491;396;286;276;362;290;10706
110012;15413;1377;719;900;843;996;979;1044;1156;811;635;820;572;26265
110013;1738;136;118;156;148;236;143;125;155;167;173;92;38;3425
110014;916;68;24;32;26;63;46;46;35;28;24;10;14;1332
110015;3422;182;158;160;184;220;264;274;163;153;156;148;97;5581
110018;5084;363;291;318;346;356;486;269;342;340;327;289;226;9037
110020;96730;2992;2751;2979;3766;3969;3058;2897;3812;3022;2479;2294;2671;133420
110025;1479;126;82;75;61;68;64;149;90;88;45;66;66;2459
110026;244;19;9;7;14;9;10;5;6;7;10;6;5;351
110028;4834;246;343;223;212;319;257;251;227;212;214;234;203;7775
110029;728;39;16;28;24;24;120;27;26;26;28;29;2;1117
110030;9865;616;726;692;777;674;660;576;612;608;548;546;377;17277
110032;1060;65;61;18;70;53;50;50;36;99;46;23;32;1663
110033;1031;69;62;102;100;76;38;72;53;33;25;34;7;1702
110034;1036;57;24;42;49;34;33;43;48;35;29;28;32;1490
110037;479;31;11;24;29;6;23;18;16;9;24;3;2;675
110040;671;36;42;33;77;50;48;45;37;12;22;17;14;1104
110045;1660;137;133;158;89;177;151;172;144;158;120;123;75;3297
110050;466;48;18;8;6;29;52;10;26;34;6;34;5;742
110060;305;32;35;45;19;13;6;8;15;5;9;9;4;505
110070;418;59;23;8;79;65;34;24;27;22;56;12;4;831
110080;751;111;61;40;28;54;39;46;23;27;19;14;17;1230
110090;249;19;16;22;9;8;10;14;43;9;8;4;3;414
110092;676;53;35;81;59;62;62;68;48;42;46;43;49;1324
110094;772;61;28;74;25;54;75;86;55;42;27;15;4;1318
110100;356;26;8;13;4;17;40;14;15;7;3;1;2;506
110110;846;17;33;43;55;37;24;31;25;8;21;17;50;1207
110120;522;30;19;15;15;20;84;41;34;17;15;8;5;825
110130;742;62;31;34;19;24;16;25;16;19;19;17;8;1032
110140;739;51;136;57;85;86;71;43;77;81;31;54;17;1528
110143;328;31;20;10;9;9;7;3;7;5;11;8;2;450
110145;246;22;7;14;8;8;16;5;13;28;15;2;3;387
110146;219;9;2;12;21;20;74;18;9;49;11;6;10;460
110147;215;17;7;92;56;16;12;15;15;14;10;3;2;474
110148;246;20;10;7;8;8;14;17;9;4;4;14;0;361
110149;896;120;56;65;186;110;58;52;59;173;49;56;24;1904
110150;541;32;15;16;13;35;17;23;7;31;13;3;10;756
110155;300;25;16;18;11;11;11;2;2;7;7;8;2;420
110160;427;45;14;41;17;30;21;16;8;12;8;6;10;655
110170;536;14;18;7;18;12;7;17;14;17;38;9;10;717
110175;317;22;21;18;28;22;11;10;7;5;3;2;3;469
110180;437;25;35;15;13;8;13;23;16;16;10;7;8;626
119999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120001;608;17;25;8;19;33;29;12;24;11;15;26;13;840
120005;189;4;4;1;4;23;5;2;2;2;3;3;7;249
120010;673;30;61;44;61;29;64;29;15;26;11;25;8;1076
120013;328;9;26;21;17;23;26;10;8;13;19;7;5;512
120017;372;20;15;16;22;8;12;18;21;12;4;14;9;543
120020;2944;144;135;184;131;135;202;218;103;224;81;110;127;4738
120025;608;70;86;54;34;36;15;26;41;22;24;28;8;1052
120030;875;38;15;9;9;79;4;15;12;11;19;13;5;1104
120032;2;0;0;0;0;0;0;0;0;0;0;0;0;2
120033;313;10;36;2;44;8;2;2;2;2;1;0;4;426
120034;127;8;13;7;2;1;3;1;0;0;0;0;0;162
120035;393;2;79;44;17;14;16;15;60;30;30;2;2;704
120038;589;30;8;4;5;6;8;7;14;8;25;6;3;713
120039;164;0;10;1;0;0;0;0;0;1;0;0;0;176
120040;57887;2749;2570;2332;1753;2809;2259;2188;2331;1991;1698;1838;1316;83721
120042;285;3;1;1;0;0;0;1;0;0;0;0;0;291
120043;3;0;0;0;0;0;0;0;0;0;0;0;0;3
120045;956;71;75;148;34;83;114;41;29;38;67;39;55;1750
120050;1002;51;54;32;16;47;25;59;31;28;13;41;10;1409
120060;1111;89;15;72;17;16;27;16;16;10;15;13;6;1423
120070;189;18;15;7;9;52;109;7;13;6;6;7;2;440
120080;263;14;17;6;2;7;1;37;6;4;9;6;5;377
129999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130002;13;0;0;0;0;0;0;0;0;0;0;0;5;18
130006;200;0;0;2;1;1;1;0;3;3;0;0;0;211
130008;10;0;0;0;0;0;0;0;0;0;0;0;0;10
130010;14;0;0;0;0;0;0;0;0;0;0;0;0;14
130014;458;7;39;5;3;14;14;15;3;12;3;3;2;578
130020;44;40;2;1;1;0;3;1;3;2;1;2;4;104
130030;347;0;4;2;1;2;0;2;1;9;0;0;0;368
130040;172;22;0;14;2;2;0;1;2;1;0;0;1;217
130050;620;10;4;4;0;9;3;5;4;2;2;2;0;665
130060;634;99;53;24;7;8;2;11;10;4;4;5;1;862
130063;10;1;0;0;0;0;0;0;0;0;0;0;0;11
130068;126;20;0;0;1;1;4;1;0;1;1;0;0;155
130070;1002;23;24;39;12;18;42;15;16;35;3;4;2;1235
130080;733;6;49;8;2;2;5;1;2;0;0;0;0;808
130083;557;5;6;3;3;8;12;8;2;1;3;1;2;611
130090;17;1;0;0;0;0;8;1;1;0;1;0;0;29
130100;697;3;31;28;7;2;4;0;5;2;1;0;0;780
130110;951;52;14;11;15;56;2;11;4;3;4;0;0;1123
130115;17;0;0;2;4;2;0;0;0;1;0;1;0;27
130120;2843;17;16;28;25;22;87;33;11;7;98;20;23;3230
130130;431;19;3;5;4;1;23;3;0;3;1;8;2;503
130140;804;19;12;4;9;24;9;14;4;6;6;0;0;911
130150;634;21;1;7;3;5;36;7;7;1;1;0;0;723
130160;392;1;0;0;0;0;0;0;0;0;0;0;0;393
130165;135;1;3;3;0;0;1;1;1;6;7;1;0;159
130170;1501;221;56;93;63;54;39;81;47;47;58;29;16;2305
130180;194;1;1;0;1;0;0;0;0;0;0;0;0;197
130185;1413;83;76;163;155;109;45;40;108;92;42;30;21;2377
130190;6602;204;217;419;172;314;234;189;281;191;217;144;102;9286
130195;152;14;0;0;0;0;0;0;0;0;0;0;0;166
130200;242;11;17;25;19;21;11;3;1;7;0;0;0;357
130210;262;36;7;26;15;5;4;0;3;23;2;1;0;384
130220;366;22;14;2;30;1;1;0;0;2;0;0;0;438
130230;11;0;0;0;0;0;0;0;0;0;0;0;0;11
130240;703;29;47;21;10;72;8;14;4;12;41;12;4;977
130250;2193;195;179;182;241;113;57;70;93;40;45;54;30;3492
130255;93;57;328;14;12;8;14;9;6;6;3;0;0;550
130260;316434;13346;13033;15341;15385;14936;15998;16134;18357;15826;17651;15268;10059;497768
130270;866;26;3;31;8;11;18;6;1;4;8;3;4;989
130280;16;0;0;1;0;0;0;0;1;0;0;0;0;18
130290;1486;49;92;160;50;29;45;39;35;42;9;64;16;2116
130300;425;84;39;101;13;11;6;4;4;1;3;0;1;692
130310;512;131;23;155;42;9;35;12;17;1;8;10;9;964
130320;81;4;1;1;2;0;3;13;9;2;2;0;6;124
130330;31;0;0;1;0;0;0;1;11;0;4;0;0;48
130340;2454;701;98;746;138;141;140;45;73;61;48;61;32;4738
130350;244;4;0;0;0;0;0;0;0;0;0;0;0;248
130353;2867;349;492;187;160;96;102;512;353;329;119;76;54;5696
130356;559;126;30;20;43;23;212;48;14;14;18;22;15;1144
130360;206;0;0;1;0;0;1;4;0;1;0;0;0;213
130370;229;202;0;55;26;7;0;1;1;0;0;0;0;521
130380;1192;22;39;76;15;19;10;12;313;29;18;13;4;1762
130390;23;0;0;0;0;0;0;0;0;2;0;0;0;25
130395;154;4;2;0;1;10;4;1;5;3;1;0;0;185
130400;69;1;2;1;0;0;0;0;2;0;1;1;1;78
130406;606;64;22;28;12;55;28;50;19;18;47;31;24;1004
130410;357;0;0;0;0;0;0;0;0;0;0;0;0;357
130420;965;58;30;41;39;54;47;72;26;9;53;61;36;1491
130423;10;0;0;0;0;0;0;0;0;0;0;0;0;10
130426;9;0;0;0;0;0;0;0;0;0;1;0;0;10
130430;573;85;28;64;57;30;5;16;6;7;10;8;0;889
130440;330;19;50;130;1;4;2;0;29;0;0;0;1;566
139999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140002;71;7;1;1;0;3;0;0;1;2;1;2;0;89
140005;219;38;22;10;7;5;4;1;2;11;15;3;2;339
140010;27310;1447;981;1144;1110;1178;1373;1063;1145;1346;1220;1089;795;41201
140015;140;53;15;12;93;25;9;6;4;1;6;13;5;382
140017;326;38;11;27;37;14;12;23;66;8;57;12;14;645
140020;102;7;4;3;3;4;15;3;2;6;2;2;2;155
140023;21;0;1;5;1;2;2;0;0;2;1;1;1;37
140028;21;1;7;14;1;1;3;0;0;0;1;0;0;49
140030;315;116;90;59;24;43;16;25;21;10;28;10;3;760
140040;110;31;10;29;0;3;17;3;9;0;6;13;1;232
140045;214;10;15;6;4;9;6;9;17;7;18;22;8;345
140047;136;4;11;11;5;16;18;8;2;15;7;15;7;255
140050;46;1;0;3;1;5;15;0;0;0;0;1;0;72
140060;50;5;2;4;7;2;7;0;1;1;1;15;0;95
140070;117;7;2;2;7;3;0;1;1;0;0;0;0;140
149999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150010;4143;199;73;117;121;101;121;83;129;132;105;143;134;5601
150013;508;129;57;44;33;30;50;14;55;15;18;67;16;1036
150020;1679;106;17;12;8;8;14;24;18;315;98;8;20;2327
150030;690;233;38;549;148;57;34;16;45;76;30;19;3;1938
