Coluna;Mês Admissão
Município;Não admitido ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;1950;50;79;59;101;106;65;65;102;93;108;62;28;2868
110002;11557;740;999;1064;683;794;804;944;969;846;726;628;569;21323
110003;391;14;13;16;11;18;21;18;17;11;10;6;5;551
110004;10602;435;595;663;591;684;491;604;632;554;565;523;445;17384
110005;1420;35;56;57;39;70;51;76;58;46;41;57;25;2031
110006;1750;51;197;83;66;109;53;89;79;68;78;82;33;2738
110007;623;14;34;19;42;56;40;30;32;41;53;16;19;1019
110008;557;13;142;37;11;72;81;26;33;19;30;20;6;1047
110009;2787;151;141;155;107;256;251;268;232;216;150;146;128;4988
110010;2542;71;66;189;74;81;90;292;180;178;85;98;57;4003
110011;6718;419;370;588;385;405;368;316;291;306;348;391;368;11273
110012;17840;989;756;815;867;1054;895;941;1036;938;996;870;776;28773
110013;2120;95;114;160;110;129;123;99;109;142;77;78;42;3398
110014;545;16;14;18;22;25;21;30;35;58;25;45;15;869
110015;3690;181;144;184;181;382;218;229;182;194;223;190;162;6160
110018;5526;316;308;281;486;359;413;553;436;362;543;405;296;10284
110020;111604;3048;3279;3426;3434;3177;4114;3728;3690;3460;3335;3037;2237;151569
110025;1590;135;54;61;56;80;64;111;98;56;70;46;40;2461
110026;311;17;14;16;17;22;31;29;12;18;27;13;10;537
110028;5959;322;391;423;548;606;465;328;318;511;361;289;317;10838
110029;862;35;33;85;107;88;32;216;57;65;78;38;9;1705
110030;11915;784;873;820;785;840;813;855;818;734;798;706;625;21366
110032;1124;26;54;64;58;57;49;50;55;29;87;57;74;1784
110033;1141;34;34;68;64;93;131;145;55;52;26;27;15;1885
110034;1223;28;11;62;37;53;32;32;30;36;50;23;20;1637
110037;622;12;16;15;29;10;9;9;9;20;31;30;9;821
110040;1044;47;44;69;59;86;66;51;81;48;43;46;9;1693
110045;2304;187;183;225;169;265;223;215;241;177;178;115;92;4574
110050;620;8;13;14;25;26;12;14;12;9;10;7;1;771
110060;350;16;28;59;13;18;13;4;13;6;6;4;4;534
110070;504;12;22;14;28;40;40;32;17;28;20;17;7;781
110080;907;63;38;31;57;61;77;54;30;27;30;36;19;1430
110090;323;30;12;12;8;11;7;12;5;4;10;4;2;440
110092;1312;109;162;142;119;149;110;103;53;85;84;86;54;2568
110094;1015;43;55;76;61;102;129;162;163;68;122;88;34;2118
110100;535;12;7;7;9;11;15;7;5;4;5;6;2;625
110110;782;20;48;59;48;56;51;50;65;46;45;21;27;1318
110120;600;37;26;28;73;51;30;23;32;32;22;21;7;982
110130;824;25;41;42;31;37;25;38;31;20;33;31;10;1188
110140;978;31;74;35;74;60;39;44;36;46;54;40;36;1547
110143;368;6;6;27;7;13;12;13;9;7;10;5;1;484
110145;325;12;8;23;6;5;15;20;25;18;7;6;7;477
110146;336;9;18;15;18;37;27;41;27;12;19;8;26;593
110147;292;18;61;12;2;3;8;11;12;13;7;3;5;447
110148;284;8;9;4;10;7;5;8;1;9;9;2;4;360
110149;1159;45;57;59;62;68;45;35;50;57;55;40;30;1762
110150;657;9;65;70;31;11;27;24;20;19;18;14;17;982
110155;338;12;13;3;8;10;10;14;4;5;10;11;4;442
110160;528;17;18;55;30;16;20;7;13;7;18;15;5;749
110170;578;16;45;17;19;21;20;15;26;24;10;11;8;810
110175;396;12;6;5;11;30;59;9;16;17;18;12;6;597
110180;500;10;7;6;3;13;8;7;12;7;5;5;8;591
119999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120001;609;23;10;36;10;22;21;21;19;25;13;18;5;832
120005;234;10;6;1;10;4;8;7;5;4;2;6;2;299
120010;779;128;49;97;85;35;29;30;22;83;44;20;14;1415
120013;431;38;19;74;49;23;34;20;27;28;12;16;14;785
120017;420;23;20;62;207;69;61;26;12;10;13;16;9;948
120020;3819;138;158;120;163;205;170;443;164;123;104;83;67;5757
120025;775;29;37;21;59;24;21;49;21;19;34;19;27;1135
