Coluna;Mês Desligamento
Município;Não desligado ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110002;2890;126;176;175;159;165;193;180;223;160;162;173;148;4930
110004;4156;162;199;211;226;213;235;208;212;252;153;198;191;6616
110005;377;19;23;8;7;13;23;21;15;13;7;15;17;558
110006;694;15;46;26;23;33;24;30;25;21;22;19;16;994
110008;188;4;2;3;3;4;1;6;4;0;3;6;2;226
110009;542;12;13;41;31;26;22;27;22;26;23;17;84;886
110010;17821;228;218;345;360;499;366;371;492;183;218;184;165;21450
110011;2281;50;70;97;104;104;127;106;143;89;90;91;98;3450
110012;8463;258;377;429;411;517;510;464;460;416;374;451;566;13696
110014;4;0;0;0;0;0;1;0;0;0;1;0;0;6
110015;1886;116;52;79;56;83;77;87;89;83;61;61;75;2805
110018;1968;81;89;141;110;128;124;114;150;105;145;115;155;3425
110020;77736;1742;3058;2517;2419;2522;2299;2238;3051;2468;1913;2490;2374;106827
110025;369;6;13;19;8;18;13;19;16;16;12;10;44;563
110028;490;9;26;31;31;50;40;41;37;27;26;31;30;869
110029;94;3;3;6;7;4;5;5;3;0;7;3;15;155
110030;4518;190;207;254;243;319;302;291;286;263;255;301;274;7703
110033;6;0;0;1;0;1;0;5;1;3;1;1;2;21
119999;75;0;0;0;0;0;2;1;0;1;0;1;1;81
120005;8;0;0;0;0;0;0;0;0;0;0;0;0;8
120010;444;7;10;5;5;3;5;4;3;11;2;2;6;507
120020;1730;13;14;13;10;13;9;7;16;19;15;20;13;1892
120030;342;4;7;1;3;0;1;1;0;0;1;0;1;361
120033;10;0;0;0;0;0;0;0;0;0;0;3;0;13
120034;16;0;0;0;0;0;0;0;0;0;0;0;0;16
120038;44;2;0;2;1;0;0;3;2;0;2;1;0;57
120040;40886;692;570;850;685;719;767;654;730;676;1140;754;1035;50158
120045;229;2;0;4;1;5;2;8;3;5;1;4;3;267
120050;114;0;0;1;2;0;0;2;0;0;1;1;0;121
120060;105;0;0;0;0;0;0;0;0;1;0;0;1;107
120070;138;4;2;2;2;2;1;0;6;2;1;1;1;162
130002;8;0;0;0;0;0;0;0;0;0;0;0;0;8
130006;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130008;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130010;265;3;1;2;0;0;1;0;1;0;0;0;2;275
130020;28;4;1;1;2;5;0;0;0;0;0;0;0;41
130030;100;0;0;1;0;0;0;0;0;1;0;0;0;102
130040;13;0;0;0;0;0;0;0;0;0;0;0;0;13
130050;446;0;0;1;4;0;0;0;0;1;0;0;0;452
130060;945;10;9;12;6;9;7;6;7;6;6;13;3;1039
130063;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130068;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130070;498;3;0;1;2;2;1;3;3;0;8;2;0;523
130080;482;0;0;3;3;8;9;4;5;0;5;1;4;524
130083;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130090;12;0;0;0;0;0;0;0;0;0;0;0;0;12
130100;470;4;0;5;1;1;6;2;6;1;1;3;2;502
130110;200;5;7;45;6;10;10;104;18;102;24;5;12;548
130120;996;19;40;28;5;8;8;5;7;22;13;14;20;1185
130130;382;0;0;1;0;2;1;1;29;19;0;5;1;441
130140;609;5;3;3;9;6;5;5;6;4;2;5;5;667
130150;62;0;0;0;0;0;0;0;0;0;0;0;0;62
130160;256;0;0;0;0;1;0;1;1;0;0;1;0;260
130170;966;42;12;26;15;25;21;25;133;91;40;5;9;1410
130180;123;0;0;0;0;0;0;0;0;0;0;0;1;124
130185;44;4;8;5;2;4;1;3;6;2;1;3;1;84
130190;5079;125;172;161;137;180;146;125;278;167;163;190;190;7113
130200;10;0;0;0;0;0;0;0;1;0;0;0;1;12
130210;16;0;0;0;0;0;2;0;0;0;0;0;0;18
130220;11;0;0;0;0;0;0;0;0;0;0;0;0;11
130230;6;0;0;0;0;0;0;0;0;0;0;0;0;6
130240;598;1;5;5;3;24;5;2;8;5;5;4;19;684
130250;1586;14;19;30;33;21;26;141;58;22;66;25;57;2098
130255;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130260;246861;5712;6394;8161;7868;8562;8566;8261;9074;8663;8493;10105;8569;345289
130270;696;0;0;2;0;6;4;3;0;0;0;0;3;714
130280;7;0;1;0;0;0;0;0;0;0;0;0;0;8
130290;172;3;3;1;10;2;2;2;15;16;6;7;1;240
130300;10;0;0;0;0;0;0;0;0;0;1;0;0;11
130310;447;9;3;5;0;5;3;8;3;1;3;2;1;490
130320;89;9;1;6;0;1;2;4;1;3;4;1;11;132
130330;15;0;0;0;0;0;0;0;0;0;0;0;0;15
130340;2131;7;26;10;25;40;51;27;70;22;20;20;47;2496
130350;59;0;0;0;0;0;1;0;0;0;0;0;0;60
130353;1107;98;92;87;86;88;102;109;87;127;126;110;131;2350
130356;25;7;7;0;1;3;3;7;2;8;3;1;10;77
130360;5;0;0;0;0;0;0;1;0;0;0;0;0;6
130370;167;0;0;0;14;0;1;0;1;0;0;0;0;183
130380;2575;78;95;73;87;77;94;112;107;84;113;127;134;3756
130390;227;0;0;0;0;0;0;0;2;0;0;0;1;230
130395;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130400;64;31;85;229;3;1;1;2;10;1;3;1;4;435
130406;104;3;2;4;2;2;1;2;6;2;2;3;4;137
130410;9;0;0;0;0;0;0;0;0;0;0;0;0;9
130420;1564;55;63;54;74;95;64;91;356;53;25;17;59;2570
130426;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130430;352;0;1;4;1;2;1;2;0;1;2;0;3;369
130440;230;7;15;3;2;2;0;3;2;0;0;3;0;267
140005;180;16;1;2;1;5;0;1;1;0;5;2;2;216
140010;18912;323;362;468;457;457;532;405;517;469;437;446;549;24334
140015;29;1;0;2;1;0;1;3;2;0;3;2;0;44
140020;183;10;6;8;9;12;10;4;16;6;3;4;1;272
140030;11;0;0;0;0;0;0;0;0;2;0;0;0;13
140040;1;0;0;0;0;0;0;0;0;0;0;0;0;1
140050;5;0;0;0;0;0;0;0;0;0;0;0;0;5
140060;5;0;0;0;0;0;0;0;0;0;0;0;0;5
150010;2012;126;41;37;41;32;27;20;27;25;18;20;36;2462
150020;1295;98;72;193;91;146;123;136;81;91;106;118;131;2681
150030;159;4;6;5;1;7;5;7;17;15;15;2;6;249
150040;236;7;1;3;2;0;0;9;2;2;1;2;1;266
150050;8761;309;496;650;463;501;691;692;796;670;734;787;790;16340
150060;2869;54;79;76;67;90;77;97;145;133;86;81;123;3977
150070;10;0;0;1;0;0;2;2;1;1;0;3;0;20
