Coluna;Mês Admissão
Município;Não admitido ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110002;3188;171;202;175;257;249;154;150;161;187;159;158;94;5305
110004;4440;302;248;377;364;270;412;254;304;287;230;219;198;7905
110005;124;6;3;5;5;8;8;30;8;6;9;15;5;232
110006;551;32;47;40;34;27;14;33;50;35;29;26;15;933
110008;122;4;2;3;4;13;7;8;5;10;3;1;6;188
110009;426;28;79;90;32;40;33;31;49;27;19;21;7;882
110010;1378;54;51;47;68;86;55;83;106;55;57;48;26;2114
110011;1454;47;103;76;82;97;176;119;93;122;123;63;42;2597
110012;7186;520;484;503;481;581;496;498;539;418;425;331;231;12693
110015;790;47;58;28;56;170;109;73;89;70;58;92;78;1718
110018;1642;173;140;132;136;123;202;128;129;145;124;113;51;3238
110020;71620;2724;2766;2803;2475;4597;6351;2647;2573;2399;2402;1857;1679;106893
110025;437;41;23;17;22;30;44;44;33;13;9;29;15;757
110028;485;31;18;41;22;25;48;46;47;71;51;41;37;963
110030;3922;378;268;296;289;282;333;361;299;286;355;222;130;7421
120005;9;0;0;0;0;0;0;0;0;0;0;0;0;9
120010;313;46;36;12;25;27;6;2;7;4;2;3;0;483
120020;1343;20;10;14;12;13;12;9;8;18;21;11;16;1507
120030;317;3;0;9;3;2;5;1;0;2;0;1;0;343
120033;13;0;0;0;0;0;0;0;1;1;0;0;0;15
120034;14;1;0;0;0;0;0;0;0;0;0;0;0;15
120038;26;10;0;4;5;0;1;2;2;1;0;1;0;52
120040;38800;1080;580;820;989;1554;1085;946;771;1007;635;555;459;49281
120045;203;6;2;1;4;0;0;2;2;2;0;3;0;225
120050;331;3;1;0;2;0;0;1;0;0;1;1;0;340
120060;83;0;0;1;0;0;0;0;1;0;0;0;0;85
120070;146;7;4;11;4;0;2;0;0;0;2;2;0;178
130002;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130006;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130008;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130010;199;0;31;2;0;0;0;0;0;0;0;0;0;232
130020;17;2;0;0;0;0;0;0;2;1;3;2;0;27
130030;2;0;0;0;0;0;0;0;0;0;0;0;0;2
130040;4;0;0;0;0;0;0;0;0;0;0;0;0;4
130050;389;3;38;0;0;15;5;0;0;0;0;0;0;450
130060;986;19;42;7;3;14;4;6;6;7;4;9;1;1108
130063;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130068;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130070;511;12;13;3;1;13;0;2;1;0;0;0;0;556
130080;378;7;58;5;1;15;6;4;0;4;0;0;0;478
130083;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130090;4;0;0;0;0;0;0;0;0;0;0;0;0;4
130100;428;7;3;31;2;1;11;3;9;1;1;0;2;499
130110;521;141;100;117;114;124;126;149;115;0;1;8;14;1530
130120;816;11;18;13;14;15;15;25;32;24;16;4;1;1004
130130;309;0;53;44;24;44;0;0;0;0;0;0;0;474
130140;481;3;36;8;2;2;3;1;6;0;0;0;0;542
130150;4;0;0;0;0;0;0;0;0;0;0;0;0;4
130160;203;0;4;1;0;14;16;0;0;0;0;0;0;238
130170;1316;199;96;193;93;196;164;281;168;10;8;6;1;2731
130180;81;0;0;0;0;0;0;31;0;0;0;0;0;112
130185;35;7;10;3;6;3;1;3;4;3;3;1;1;80
130190;4343;224;301;293;226;273;236;280;239;209;193;108;57;6982
130200;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130210;3;0;0;0;0;0;0;0;0;0;0;0;0;3
130220;5;0;0;0;0;0;0;0;0;0;0;0;0;5
130230;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130240;420;17;28;8;3;4;4;4;19;2;42;8;2;561
130250;1493;19;212;140;44;84;16;32;10;18;7;10;34;2119
130255;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130260;212378;9982;8699;10903;9830;10116;9800;8629;9276;8845;8377;7032;5024;318891
130270;737;3;29;3;3;2;1;1;1;0;0;0;0;780
130280;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130290;501;7;1;4;9;3;1;2;2;0;3;1;0;534
130300;3;1;0;0;0;0;0;0;0;0;0;0;0;4
130310;427;8;16;18;1;6;0;1;1;0;0;0;0;478
130320;1047;35;48;57;85;126;58;134;96;110;57;145;61;2059
130330;4;0;0;0;0;32;0;0;0;0;0;0;0;36
130340;2833;54;79;94;85;70;37;35;33;22;25;17;9;3393
130350;28;1;0;3;0;0;0;0;0;0;0;0;0;32
130353;481;56;108;162;83;195;113;128;147;133;126;50;146;1928
130356;3;0;1;0;0;0;0;0;2;0;0;11;6;23
130370;108;1;27;5;6;0;0;0;0;0;0;0;0;147
130380;400;11;26;37;5;19;4;3;2;2;3;1;3;516
130390;193;4;10;0;0;11;0;0;0;0;2;0;0;220
130395;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130400;552;22;43;8;19;11;24;30;88;75;81;7;0;960
130406;142;18;4;3;3;13;3;2;2;2;1;0;0;193
130410;2;0;0;0;0;0;0;0;0;0;0;0;0;2
130420;1424;28;74;39;109;23;14;17;27;45;11;8;4;1823
130426;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130430;217;0;24;0;0;0;2;0;1;24;11;7;9;295
130440;140;0;1;10;0;0;0;0;0;0;0;0;0;151
140005;104;0;0;0;0;0;0;0;0;0;0;0;0;104
140010;14597;602;580;489;390;464;393;410;444;444;506;443;328;20090
140015;14;0;1;2;2;0;0;0;0;11;0;0;0;30
140020;228;6;3;7;4;4;5;4;4;21;7;10;5;308
140030;13;0;0;0;0;0;0;0;0;0;0;0;0;13
140040;1;0;0;0;0;0;0;0;0;0;0;0;0;1
140050;4;0;0;0;0;0;0;0;0;0;0;0;0;4
140060;8;0;0;0;0;0;0;0;0;0;0;0;0;8
150010;2532;41;36;49;436;201;145;245;206;112;191;92;66;4352
150020;1115;304;125;73;94;91;62;72;191;124;88;132;93;2564
150030;237;14;8;16;27;30;24;12;8;7;5;9;3;400
150040;578;80;1;6;1;11;1;8;3;2;5;4;0;700
150050;7936;652;1129;1226;692;1079;846;1316;265;229;426;509;747;17052
150060;2880;173;100;87;100;95;113;100;116;150;128;77;347;4466
150070;19;2;0;0;0;0;0;0;0;1;0;0;0;22
150080;17814;1326;1018;1267;1020;1183;1221;1177;1321;1349;1318;1324;843;32181
150090;252;5;0;1;1;2;0;0;0;1;0;0;1;263
150100;236;5;0;0;0;0;0;0;0;1;1;0;4;247
150110;4;0;0;0;0;0;0;0;0;0;0;0;0;4
150120;1;0;0;0;0;0;0;0;0;0;0;0;0;1
150130;3538;399;421;447;456;402;600;905;1019;784;594;459;222;10246
150140;244496;9940;8048;10655;9520;8727;8496;7955;8541;7729;7142;6624;4783;342656
150150;2361;177;94;111;99;54;58;54;99;82;60;105;117;3471
150170;1573;48;34;31;74;49;24;35;27;20;17;5;4;1941
150180;2081;183;200;155;145;210;286;115;142;206;65;67;20;3875
150190;303;8;4;12;1;6;5;4;3;6;1;6;5;364
150200;220;0;0;0;0;0;0;0;0;0;0;0;0;220
150210;955;11;9;8;10;6;4;2;3;5;3;0;0;1016
150220;3591;78;59;88;64;120;54;47;59;118;192;89;26;4585
150230;485;26;5;7;4;10;4;1;0;7;3;13;2;567
150240;7686;375;307;299;304;350;377;350;390;424;347;267;231;11707
150250;5;1;0;0;0;0;0;0;0;0;0;0;0;6
150260;8;0;0;3;0;0;0;2;0;0;0;3;1;17
150270;2985;162;154;158;149;185;223;279;280;361;156;74;57;5223
150280;74;0;0;0;0;0;0;0;0;0;0;0;0;74
150290;310;5;4;9;2;0;3;2;2;13;2;0;1;353
150300;173;24;3;2;2;1;3;0;0;0;0;0;0;208
150310;3;0;0;0;0;0;0;0;0;0;0;0;0;3
150320;338;32;2;4;1;0;2;1;3;2;2;1;0;388
150330;421;2;0;1;1;0;3;0;0;0;1;0;0;429
150340;91;1;1;0;0;2;1;0;0;0;0;0;0;96
150350;1257;122;39;44;62;117;45;49;74;44;81;34;37;2005
150360;2079;194;73;146;116;134;138;169;150;143;109;62;57;3570
150370;59;10;1;2;1;0;5;8;5;5;4;2;4;106
150380;68;1;1;3;1;7;7;5;5;2;6;17;7;130
150390;78;0;0;1;0;0;0;0;0;9;4;0;0;92
150400;2;0;0;0;0;0;0;0;0;0;0;0;0;2
150410;194;2;1;0;0;0;1;0;0;0;0;0;0;198
150420;10037;534;487;620;446;403;515;493;527;550;497;522;334;15965
150430;520;3;7;5;12;3;2;0;5;2;4;4;5;572
150440;316;1;0;0;0;0;2;2;0;0;1;0;0;322
150450;1;0;0;0;0;0;0;0;0;0;0;0;0;1
150460;18;0;2;0;0;0;1;1;0;0;2;5;1;30
150470;1464;164;26;31;58;60;103;101;110;86;54;67;41;2365
150480;562;8;3;5;4;2;1;2;8;7;2;4;1;609
150490;94;4;1;1;1;0;0;10;2;1;1;0;4;119
150500;175;6;0;2;1;7;3;5;2;2;2;1;2;208
150510;939;6;5;76;71;90;16;49;59;46;13;3;0;1373
150520;4;0;0;0;0;0;1;0;0;0;0;0;0;5
150530;2580;337;250;186;160;273;156;167;387;236;256;156;207;5351
150540;328;3;7;6;5;2;3;5;6;5;3;4;6;383
150550;4371;450;468;365;339;325;466;412;558;473;433;355;244;9259
150560;180;7;0;4;3;12;4;1;0;1;0;0;0;212
150570;195;1;0;1;0;0;0;0;0;1;0;0;0;198
