Coluna;Mês Desligamento
Município;Não desligado ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;2599;83;68;117;93;73;77;99;102;79;125;138;148;3801
110002;17587;993;1017;990;923;1096;1010;978;1116;1008;1122;1177;1412;30429
110003;587;23;10;17;12;12;33;19;16;16;14;27;43;829
110004;16094;671;664;812;751;783;891;804;778;738;929;792;948;25655
110005;2529;78;67;84;112;140;107;111;162;127;116;205;143;3981
110006;1997;66;75;91;85;69;102;60;76;73;108;69;100;2971
110007;975;30;30;56;37;40;30;33;37;28;26;27;42;1391
110008;931;34;33;36;18;18;13;34;31;21;46;30;65;1310
110009;4245;235;163;141;167;117;164;153;177;253;164;172;201;6352
110010;3881;88;126;145;125;110;139;151;153;116;142;128;145;5449
110011;8779;436;442;508;484;493;475;525;468;454;630;553;777;15024
110012;25575;1100;1051;1281;1200;1165;1302;1376;1730;1511;1462;1596;1953;42302
110013;2722;144;96;136;100;105;114;175;152;94;116;112;117;4183
110014;1585;47;56;53;46;41;54;50;61;30;56;51;99;2229
110015;5787;239;250;236;211;255;231;262;234;250;290;338;224;8807
110018;8992;405;406;461;376;427;426;431;539;417;447;454;453;14234
110020;195243;7600;7977;7369;11022;7888;7456;7833;8110;7586;7901;8505;9442;293932
110025;2283;82;64;98;93;90;86;78;75;93;91;104;116;3353
110026;527;60;13;31;19;30;35;24;17;26;27;29;42;880
110028;10040;407;459;436;608;507;513;482;524;477;743;572;616;16384
110029;1209;24;104;52;26;36;16;27;40;34;25;34;47;1674
110030;17636;842;971;1024;902;939;871;938;1003;977;1294;1075;1002;29474
110032;3349;72;112;104;130;102;112;123;158;83;127;93;86;4651
110033;1877;75;73;88;84;94;77;79;98;94;127;91;232;3089
110034;1398;54;74;46;42;35;52;61;46;28;110;47;62;2055
110037;889;12;23;20;18;11;12;14;14;8;14;25;25;1085
110040;1637;72;65;66;60;82;76;50;73;70;95;128;93;2567
110045;3169;317;208;260;168;158;154;193;152;103;337;156;275;5650
110050;651;17;23;126;19;64;40;19;25;5;21;24;30;1064
110060;488;9;12;15;10;12;11;23;15;10;10;12;26;653
110070;824;30;18;26;19;21;27;26;35;18;14;43;37;1138
110080;1400;53;62;57;70;54;50;46;39;42;58;62;65;2058
110090;333;17;12;32;16;9;19;10;11;8;112;21;36;636
110092;2038;116;131;144;110;115;84;137;149;87;161;157;195;3624
110094;1896;91;177;172;109;168;153;129;109;101;131;137;162;3535
110100;622;11;15;8;27;15;24;13;8;15;26;20;58;862
110110;1200;37;46;60;79;49;66;44;40;57;48;66;119;1911
110120;807;17;24;26;30;22;26;32;19;32;11;26;20;1092
110130;1183;36;29;48;30;24;38;34;44;36;30;29;43;1604
110140;1539;57;77;66;51;68;76;65;77;45;114;108;81;2424
110143;467;2;2;6;4;12;5;5;6;5;6;10;1;531
110145;512;18;26;33;23;40;11;38;42;25;35;29;22;854
110146;415;35;31;22;38;36;55;13;17;26;43;61;82;874
110147;323;22;7;12;16;8;3;5;8;8;13;17;47;489
110148;361;6;16;8;5;12;15;9;11;10;30;35;42;560
110149;1484;37;44;56;78;58;100;132;76;49;154;86;63;2417
110150;1039;28;21;19;26;26;39;20;32;17;66;23;48;1404
110155;493;7;10;11;7;11;12;6;17;4;13;13;38;642
110160;821;29;29;28;25;23;16;27;15;17;10;17;21;1078
110170;854;16;28;31;14;20;21;28;19;20;19;23;12;1105
110175;630;11;17;11;21;18;14;17;11;5;14;36;37;842
110180;640;12;14;10;21;8;11;9;13;8;12;26;9;793
119999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120001;824;36;34;42;28;24;32;31;36;31;21;30;42;1211
120005;305;3;5;3;3;3;3;4;2;5;5;4;5;350
120010;1509;46;42;56;45;29;34;47;42;51;41;42;42;2026
120013;988;22;65;33;32;42;30;24;52;65;74;72;61;1560
120017;661;12;23;80;19;14;16;18;34;22;114;33;53;1099
120020;7471;239;198;217;158;263;215;275;238;233;369;308;299;10483
120025;1180;39;28;30;35;25;24;42;32;40;47;39;45;1606
120030;1345;14;11;11;19;17;19;26;19;25;23;32;246;1807
120032;502;1;1;0;0;1;1;0;0;0;0;1;0;507
120033;654;7;8;11;7;16;9;9;6;4;6;11;87;835
120034;419;2;1;0;0;3;1;0;1;0;3;1;28;459
120035;962;0;0;0;0;2;0;3;1;0;1;1;1;971
120038;1154;35;33;33;34;23;36;32;57;31;44;49;60;1621
120039;436;4;4;2;4;1;1;2;3;1;3;1;25;487
120040;99601;4291;3345;4179;2816;2808;3248;3046;3148;3426;3237;3373;8601;145119
120042;595;2;3;4;2;5;2;5;3;0;6;20;38;685
120043;205;0;0;0;0;0;0;0;0;0;0;2;0;207
120045;1747;46;47;70;64;69;233;70;65;56;63;76;111;2717
120050;2056;68;104;82;64;75;58;58;72;73;82;60;48;2900
120060;1504;32;33;29;19;39;25;14;27;27;45;45;70;1909
120070;743;17;17;16;9;17;18;15;21;19;25;19;10;946
120080;368;20;25;36;20;23;10;21;17;28;30;24;25;647
129999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130002;512;5;0;6;0;0;2;0;0;0;0;6;8;539
130006;386;1;5;1;0;1;0;0;0;1;1;0;81;477
130008;245;16;1;1;2;2;7;0;0;3;1;0;206;484
130010;612;0;1;0;0;0;0;0;0;0;0;0;14;627
130014;809;13;12;21;12;10;8;15;7;8;49;6;80;1050
130020;702;0;2;2;5;1;1;7;1;1;1;1;2;726
130030;888;7;2;6;6;9;2;6;5;5;3;4;5;948
130040;831;0;2;1;16;5;4;2;2;0;9;2;4;878
130050;1159;1;0;1;1;1;1;3;0;0;2;1;3;1173
130060;1836;4;1;5;8;6;5;3;6;3;3;2;2;1884
130063;24;0;0;0;0;0;0;0;0;0;0;0;0;24
130068;478;0;1;0;2;2;2;1;3;1;3;3;3;499
130070;1845;25;30;28;25;29;35;34;44;35;32;53;72;2287
130080;1358;17;21;22;14;8;14;7;21;15;18;8;363;1886
130083;850;2;0;1;2;0;1;0;0;0;0;0;0;856
130090;205;0;2;0;0;1;2;4;0;4;0;3;17;238
130100;917;0;0;0;0;1;0;0;0;2;1;4;19;944
130110;1220;22;12;36;18;30;17;19;17;19;88;16;89;1603
130115;754;18;11;10;15;4;5;15;6;1;22;17;104;982
130120;2114;71;197;220;57;71;41;55;53;59;51;202;84;3275
130130;642;0;4;13;19;20;11;1;23;2;0;1;318;1054
130140;1453;4;6;11;20;6;4;6;7;2;8;5;8;1540
130150;858;0;0;0;0;0;0;0;0;0;0;2;0;860
130160;1015;0;0;3;2;2;0;0;1;2;0;0;1;1026
130165;698;1;0;5;1;0;0;1;3;2;8;5;2;726
130170;2202;67;51;96;63;82;67;111;54;62;90;114;792;3851
130180;366;0;1;0;0;0;0;0;0;0;0;0;14;381
130185;3441;133;193;144;107;190;94;76;90;110;231;324;156;5289
130190;8028;162;221;212;200;255;224;239;265;207;362;318;841;11534
130195;412;0;3;7;2;3;0;1;0;0;6;0;1;435
130200;1923;289;132;108;114;91;124;126;203;206;187;139;223;3865
130210;219;0;1;1;0;0;0;0;0;1;0;2;248;472
130220;334;0;3;3;0;55;1;0;0;0;0;0;266;662
130230;681;2;0;1;3;2;0;1;0;0;1;1;12;704
130240;1544;8;11;16;14;8;19;15;10;20;13;30;32;1740
