Coluna;Mês Desligamento
Município;Não desligado ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;1629;40;45;30;52;33;36;45;55;29;47;30;60;2131
110002;9391;338;473;510;534;473;414;507;449;435;465;422;517;14928
110003;370;6;7;13;6;6;5;6;16;4;10;4;14;467
110004;9119;357;388;391;428;453;367;421;462;475;517;495;534;14407
110005;1346;40;73;46;47;64;45;63;173;42;70;48;92;2149
110006;1386;53;65;56;41;63;53;45;59;37;42;47;122;2069
110007;525;11;7;14;11;18;9;8;109;17;22;18;22;791
110008;519;6;4;5;8;7;22;8;13;10;6;9;9;626
110009;2313;205;104;125;101;170;98;131;155;130;123;161;395;4211
110010;2217;48;30;31;47;84;40;59;48;34;57;33;52;2780
110011;5503;283;327;316;307;416;278;410;367;265;268;227;246;9213
110012;15528;615;559;693;522;625;583;730;647;699;625;597;920;23343
110013;1536;39;66;48;41;51;73;37;53;55;72;119;53;2243
110014;867;8;23;51;15;22;7;22;14;21;26;18;18;1112
110015;3380;103;147;167;105;131;145;128;97;119;138;141;140;4941
110018;4638;178;172;202;169;190;200;210;231;213;227;194;238;7062
110020;90189;1989;1966;2181;1675;1706;1613;2082;1819;1760;1983;1717;2308;112988
110025;1378;81;53;51;47;64;54;46;33;41;38;49;31;1966
110026;203;2;1;0;4;2;2;4;5;1;3;5;7;239
110028;4724;198;198;155;164;219;152;157;168;160;203;191;274;6963
110029;600;18;21;20;15;15;11;15;13;10;14;12;13;777
110030;9525;423;578;492;399;401;383;522;543;443;473;534;507;15223
110032;961;16;22;24;13;26;20;21;18;18;30;33;26;1228
110033;887;52;13;12;14;18;24;20;21;15;16;21;26;1139
110034;1038;18;26;28;31;16;26;49;29;25;25;38;26;1375
110037;477;12;11;17;6;10;6;12;3;15;7;10;19;605
110040;669;9;19;24;18;14;23;23;19;22;28;29;23;920
110045;1611;130;97;139;138;211;106;136;132;129;90;108;149;3176
110050;516;2;5;7;2;6;6;8;10;13;4;8;3;590
110060;231;8;4;7;6;1;6;5;11;5;5;5;42;336
110070;448;7;11;13;7;12;14;13;16;13;15;11;15;595
110080;781;24;12;15;15;20;16;15;10;17;13;18;19;975
110090;251;3;5;8;1;5;5;4;5;9;0;0;2;298
110092;745;47;51;49;35;41;69;40;64;73;54;57;71;1396
110094;655;16;22;13;28;28;21;29;32;44;19;22;71;1000
110100;410;4;6;7;6;8;9;10;5;13;5;10;4;497
110110;624;10;25;10;12;7;12;6;9;7;14;9;8;753
110120;441;2;5;29;9;8;8;8;8;9;6;2;10;545
110130;584;21;22;20;50;17;18;18;25;24;17;16;144;976
110140;748;34;17;32;30;24;23;45;40;21;24;33;24;1095
110143;226;4;9;2;4;10;12;4;5;8;2;3;3;292
110145;199;1;2;3;1;3;4;2;4;6;1;7;1;234
110146;253;1;11;2;3;4;10;6;23;24;12;6;5;360
110147;252;0;3;2;7;2;4;3;8;9;5;2;14;311
110148;269;1;1;22;8;1;1;1;3;5;8;2;4;326
110149;834;35;22;31;32;42;60;77;76;54;48;41;63;1415
110150;457;8;5;7;17;5;3;12;12;8;16;10;24;584
110155;355;0;6;2;2;5;5;4;2;2;5;2;1;391
110160;446;11;9;16;8;9;13;12;11;6;6;5;6;558
110170;532;8;8;10;8;8;31;6;8;6;17;7;11;660
110175;287;2;4;3;3;3;3;5;10;3;5;6;1;335
110180;404;7;4;6;14;11;8;11;6;8;6;4;6;495
119999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120001;537;17;16;18;7;9;6;17;9;8;7;9;15;675
120005;185;4;5;0;2;4;1;4;1;2;3;2;1;214
120010;523;7;5;17;9;10;7;8;7;10;13;18;14;648
120013;370;4;2;4;4;5;1;3;5;4;7;4;4;417
120017;287;6;8;6;8;3;11;10;8;11;7;9;8;382
