Coluna;Mês Desligamento
Município;Não desligado ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;2481;53;56;106;78;187;103;97;85;82;82;97;178;3685
110002;16061;735;743;948;726;794;850;878;850;823;810;1015;1179;26412
110003;519;13;12;14;21;12;11;17;15;14;16;16;40;720
110004;14107;856;596;684;629;746;1043;762;764;937;786;683;677;23270
110005;2343;66;92;101;83;92;408;55;79;80;57;60;68;3584
110006;1757;88;65;74;54;67;75;72;83;99;198;90;82;2804
110007;824;52;38;35;37;40;29;37;22;34;31;27;55;1261
110008;843;32;36;30;31;45;29;25;12;17;10;14;32;1156
110009;3892;139;206;183;135;135;208;174;148;200;222;211;250;6103
110010;3578;70;105;122;78;89;117;102;111;98;143;107;146;4866
110011;8013;274;357;402;346;347;357;416;365;375;401;421;616;12690
110012;22493;841;966;1184;967;1840;1066;1216;1560;994;1278;1154;1128;36687
110013;2646;54;120;92;64;95;101;118;110;97;131;118;138;3884
110014;1390;27;38;48;45;41;36;26;33;51;32;51;57;1875
110015;4340;183;209;269;211;269;220;244;261;294;236;292;270;7298
110018;8131;385;427;427;410;491;476;1026;563;487;456;471;502;14252
110020;184107;5118;5465;6243;6105;6683;6893;8188;8713;7346;9139;9207;8191;271398
110025;2047;77;88;145;98;97;115;107;70;88;85;93;133;3243
110026;484;14;20;18;11;24;22;28;17;18;17;16;22;711
110028;7068;283;368;487;392;362;460;592;705;423;790;373;600;12903
110029;1228;25;41;34;27;43;22;44;33;45;30;87;47;1706
110030;16372;668;724;984;891;816;867;912;993;849;1031;1019;952;27078
110032;2281;78;69;86;88;133;100;103;106;69;109;95;108;3425
110033;1575;45;83;78;36;40;47;46;42;44;131;69;90;2326
110034;1374;51;44;70;50;39;104;77;160;143;278;183;108;2681
110037;827;23;17;12;19;18;21;20;13;23;19;10;31;1053
110040;1434;33;37;52;32;56;40;50;41;64;73;61;77;2050
110045;2948;104;131;177;208;143;186;176;161;154;191;199;348;5126
110050;655;8;14;14;8;12;21;9;11;11;11;25;11;810
110060;476;5;12;19;7;13;11;7;12;17;11;3;16;609
110070;729;16;9;23;28;8;25;23;16;23;23;16;54;993
110080;1375;40;48;49;45;47;51;54;58;46;41;94;60;2008
110090;393;2;9;9;6;17;3;8;7;3;5;12;7;481
110092;1961;102;98;115;119;93;128;156;107;134;90;139;125;3367
110094;1753;60;80;110;71;90;79;112;124;125;146;142;185;3077
110100;583;7;16;18;6;4;21;11;9;10;7;5;19;716
110110;1013;11;16;19;23;45;33;19;36;31;33;27;24;1330
110120;738;10;10;40;109;14;23;16;20;16;9;19;13;1037
110130;1059;13;15;33;23;25;23;23;21;35;21;23;29;1343
110140;1185;37;47;54;40;37;38;58;61;38;188;40;51;1874
110143;448;5;4;7;5;9;6;10;3;3;3;4;5;512
110145;395;15;21;15;10;16;11;19;13;8;17;29;21;590
110146;403;31;18;29;27;22;25;28;19;26;22;19;47;716
110147;307;25;32;9;8;14;61;8;9;11;5;25;5;519
110148;405;2;8;11;11;13;10;7;9;9;11;4;16;516
110149;1240;39;27;139;40;37;31;76;17;37;37;32;70;1822
110150;853;14;19;25;42;25;30;26;17;52;25;27;34;1189
110155;431;3;5;13;13;4;6;8;9;4;8;6;9;519
110160;730;11;23;20;13;14;23;19;14;23;12;15;12;929
110170;807;23;16;30;18;24;24;25;35;23;18;26;31;1100
110175;588;10;6;9;10;12;26;18;14;9;11;11;23;747
110180;600;0;7;10;8;4;11;6;15;5;5;10;4;685
119999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120001;813;20;45;19;31;15;17;19;27;13;28;16;118;1181
120005;331;5;2;2;2;3;6;2;3;1;2;1;13;373
120010;1345;20;37;59;51;31;30;32;25;34;39;29;91;1823
120013;670;15;22;32;20;24;25;10;26;16;22;23;30;935
120017;698;31;22;18;10;16;17;16;41;34;298;66;21;1288
120020;6417;236;180;167;123;183;303;218;219;277;226;422;525;9496
120025;1121;14;13;27;16;12;34;16;25;31;23;26;27;1385
120030;1432;78;29;19;18;14;22;23;43;36;11;9;57;1791
120032;462;2;1;0;0;0;2;0;1;1;0;0;2;471
120033;546;143;9;15;7;9;3;13;17;3;22;13;147;947
120034;585;5;5;2;1;2;7;15;15;105;163;20;5;930
120035;777;1;1;1;0;1;0;1;0;2;1;0;61;846
120038;910;18;15;22;20;16;18;25;25;19;14;18;72;1192
120039;443;0;1;2;0;0;1;0;5;0;1;1;3;457
120040;96778;2272;2065;2415;2428;2518;2338;2591;2448;2499;3033;3614;3333;128332
120042;688;0;6;2;5;8;4;6;9;10;2;5;2;747
120043;206;1;0;0;0;0;0;0;0;0;0;0;1;208
120045;2270;44;62;79;71;103;84;163;66;66;76;63;39;3186
120050;1636;72;37;43;30;34;41;66;60;41;73;141;138;2412
120060;1406;22;19;24;23;23;31;24;24;11;21;16;242;1886
120070;988;34;42;31;21;45;39;65;50;24;25;30;51;1445
120080;665;9;10;20;14;13;7;13;23;8;15;6;14;817
129999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130002;486;19;4;1;0;0;7;11;1;1;1;1;0;532
130006;371;1;0;4;1;0;1;0;0;0;0;0;1;379
130008;513;0;0;0;0;0;0;0;0;0;1;0;0;514
130010;588;0;0;0;0;0;0;0;0;0;0;0;0;588
130014;752;2;7;4;4;9;6;12;6;22;12;15;38;889
130020;964;0;1;0;0;1;0;3;0;0;0;2;1;972
130030;506;1;4;3;2;3;8;31;5;7;8;2;5;585
130040;684;0;2;0;1;0;2;0;4;13;1;1;0;708
130050;993;0;4;0;1;1;0;0;0;2;1;1;2;1005
130060;1303;8;1;8;1;1;2;3;1;3;0;2;1;1334
130063;16;0;0;0;1;0;0;0;0;0;0;0;0;17
130068;457;0;1;0;1;0;1;0;3;1;0;0;0;464
130070;1669;25;25;19;27;24;22;9;14;18;7;14;36;1909
130080;1616;28;15;11;9;9;15;6;4;6;5;12;12;1748
130083;747;2;1;1;1;0;2;3;2;2;0;0;5;766
130090;21;1;1;1;0;0;0;0;1;1;0;1;2;29
130100;981;1;2;1;0;0;0;1;2;2;1;0;1;992
130110;1336;12;6;4;5;10;1;10;9;8;2;2;23;1428
130115;887;1;2;2;0;1;0;2;0;0;6;1;2;904
130120;6176;68;52;88;56;38;121;89;76;107;103;213;144;7331
130130;1081;0;2;4;5;5;5;4;1;5;0;0;1;1113
130140;1446;3;2;1;3;6;5;1;3;3;4;0;1;1478
130150;746;0;0;2;0;0;0;1;0;1;0;0;3;753
130160;875;1;1;0;0;0;0;0;1;0;0;0;0;878
130165;737;5;4;3;6;1;4;4;1;4;1;1;4;775
130170;2062;68;31;57;41;66;48;46;68;46;44;177;306;3060
130180;371;1;0;0;0;0;0;1;0;0;0;0;0;373
130185;3759;64;66;71;85;99;58;100;82;71;105;100;82;4742
130190;8640;112;122;136;122;111;147;167;160;194;216;233;210;10570
130195;386;0;0;0;0;0;1;3;1;1;0;0;0;392
130200;905;1;1;5;2;2;2;1;1;0;0;5;5;930
130210;409;2;0;0;1;0;1;1;0;0;1;0;26;441
130220;459;0;0;1;1;0;1;1;1;0;1;0;1;466
130230;35;0;0;0;1;0;0;0;0;1;0;0;0;37
130240;1321;4;0;8;9;10;13;6;6;8;12;3;9;1409
130250;5094;91;113;150;110;170;216;145;159;151;118;238;367;7122
130255;413;8;3;6;10;4;10;7;5;8;10;1;580;1065
130260;492429;16183;15911;19106;18423;19033;18805;18745;20657;19916;20173;22415;25961;727757
130270;1014;2;9;3;2;19;5;9;15;9;35;7;13;1142
130280;457;1;0;0;0;0;0;0;1;0;0;0;0;459
130290;2312;13;35;14;66;27;27;32;26;26;18;10;111;2717
130300;829;2;8;7;15;5;47;89;12;11;4;8;18;1055
130310;1012;2;0;1;5;2;4;3;5;2;4;5;3;1048
130320;575;7;13;8;2;3;4;7;0;26;2;0;5;652
130330;747;0;0;0;1;1;0;1;1;3;1;0;2;757
130340;6773;77;59;81;58;160;703;108;70;75;98;82;69;8413
130350;890;0;2;2;1;0;1;1;2;0;6;0;6;911
130353;4640;67;80;124;82;122;83;145;123;161;112;137;1123;6999
130356;2121;25;42;36;26;34;29;27;22;33;27;24;40;2486
130360;201;0;1;1;0;1;0;4;1;0;2;0;5;216
130370;781;1;0;1;0;0;7;0;1;1;1;0;32;825
130380;2476;34;22;338;39;322;77;28;22;17;22;54;85;3536
130390;233;2;2;7;6;7;7;2;28;88;8;0;575;965
130395;417;1;1;0;3;0;0;1;1;0;2;0;1;427
130400;559;4;4;7;4;6;6;2;1;4;10;7;5;619
130406;1799;28;57;75;24;35;42;47;45;58;32;60;61;2363
130410;904;0;0;0;0;0;1;0;0;0;0;0;0;905
130420;3100;57;42;53;44;53;38;50;36;61;61;50;76;3721
130423;184;0;0;0;0;0;0;0;0;0;0;0;0;184
130426;71;1;0;0;0;0;0;0;0;0;0;0;0;72
130430;785;3;1;3;2;6;4;3;2;2;2;2;3;818
130440;625;0;2;0;0;1;0;0;0;1;0;2;0;631
139999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140002;435;10;1;10;9;2;4;9;3;49;5;6;4;547
140005;642;9;6;11;5;4;2;9;5;4;5;12;44;758
140010;70034;1541;1461;1780;1596;2006;1768;2003;1939;1616;2331;2333;3196;93604
140015;801;5;12;4;0;9;8;8;0;2;4;6;6;865
140017;328;2;19;22;12;23;18;17;18;14;20;19;28;540
140020;1144;68;7;16;32;97;47;10;28;9;18;58;209;1743
140023;305;108;6;15;10;5;6;5;3;5;43;3;117;631
140028;370;6;6;5;5;4;6;12;4;3;3;22;39;485
140030;1078;7;14;23;12;12;13;11;17;3;11;11;10;1222
140040;474;1;0;2;1;3;6;1;4;1;4;0;1;498
140045;157;6;7;11;4;11;6;16;5;5;5;6;7;246
140047;1832;17;28;46;25;52;86;103;36;30;28;46;52;2381
140050;392;2;3;4;8;10;43;9;11;16;7;19;44;568
140060;322;3;9;1;2;2;0;2;1;5;1;3;1;352
140070;271;0;8;5;2;1;3;1;3;1;3;2;10;310
149999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150010;6565;89;92;109;132;139;139;134;155;127;115;103;181;8080
150013;559;11;3;22;4;10;14;21;13;10;21;15;21;724
150020;4406;66;64;88;22;50;44;44;28;54;46;169;39;5120
150030;1766;34;6;8;9;9;6;5;5;19;7;43;42;1959
150034;1304;51;56;80;62;95;90;190;93;46;74;52;69;2262
150040;2997;25;10;24;25;125;26;41;20;13;15;23;19;3363
150050;7889;212;199;235;189;227;171;155;180;266;178;228;426;10555
150060;10178;309;210;341;293;339;341;304;350;413;369;384;1444;15275
150070;878;1;3;1;2;0;0;3;0;2;5;0;1;896
150080;56418;1665;1567;2275;2128;1753;2177;1927;3326;2261;1975;2020;2665;82157
150085;1025;29;47;42;40;89;31;31;61;39;36;31;401;1902
150090;115;3;7;5;1;1;1;1;3;4;3;5;0;149
150095;1134;6;9;9;6;6;5;8;3;5;12;4;51;1258
150100;840;28;24;24;6;11;15;4;10;7;8;4;66;1047
150110;302;2;1;4;5;1;2;2;0;0;1;0;1;321
150120;1669;22;16;10;7;13;6;13;19;27;19;16;28;1865
150125;452;21;11;29;10;15;16;22;12;30;12;22;13;665
150130;17337;552;550;1597;810;1081;646;862;815;740;701;615;1282;27588
150140;391168;8923;9789;11486;9754;8836;10553;9725;12543;10842;10168;12143;13008;518938
150145;941;7;20;13;13;11;10;6;8;7;10;9;3;1058
150150;6263;201;185;214;174;159;203;191;301;246;197;279;267;8880
150157;1824;53;45;49;39;54;58;88;76;82;95;132;204;2799
150160;875;24;39;37;15;25;15;12;18;12;23;29;17;1141
150170;5270;131;61;83;73;135;90;68;104;86;73;56;86;6316
