Coluna;Mês Admissão
Município;Não admitido ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;2485;98;110;126;106;122;95;105;79;116;88;78;47;3655
110002;15948;987;1359;1233;1165;1106;1116;1230;1231;1017;952;955;718;29017
110003;513;20;10;16;33;14;18;68;19;13;27;15;17;783
110004;14051;836;884;868;814;881;885;772;861;807;813;833;590;23895
110005;1879;123;134;113;73;97;84;80;88;109;82;105;40;3007
110006;1637;108;90;119;106;87;86;97;105;98;67;75;60;2735
110007;925;53;74;49;53;62;45;47;54;46;32;33;34;1507
110008;799;41;20;33;54;47;48;18;90;72;33;34;17;1306
110009;3914;133;179;157;196;183;234;312;204;176;182;146;119;6135
110010;3420;122;167;352;198;274;241;122;123;132;96;122;83;5452
110011;7808;615;423;501;498;514;380;408;409;444;467;478;514;13459
110012;22263;1252;1216;1301;1425;1597;1392;1687;1610;1592;1451;1218;971;38975
110013;2549;127;176;165;165;161;164;115;167;127;146;110;58;4230
110014;1359;47;38;36;86;110;41;59;68;68;44;38;20;2014
110015;5110;346;300;269;317;304;298;275;266;267;280;249;351;8632
110018;7958;484;442;444;499;510;801;457;669;506;442;414;343;13969
110020;177385;10212;12877;10271;8838;10392;10640;10777;9980;8999;8779;8019;6503;293672
110025;2011;76;92;74;75;123;120;122;97;112;55;81;50;3088
110026;461;26;27;27;15;20;25;32;25;23;15;22;18;736
110028;7009;745;566;752;584;594;526;562;585;420;576;583;401;13903
110029;1220;22;37;19;16;28;207;61;47;62;55;18;25;1817
110030;16518;954;1132;915;939;1186;953;1028;1155;949;918;886;858;28391
110032;1621;111;79;111;92;163;104;116;107;134;115;145;95;2993
110033;1571;97;104;86;79;128;93;130;127;85;69;65;37;2671
110034;1334;76;50;223;206;229;239;196;130;66;55;41;19;2864
110037;770;24;21;19;91;18;47;17;35;24;15;22;11;1114
110040;1424;76;100;166;72;65;83;88;105;87;78;56;39;2439
110045;2925;225;317;322;231;246;237;209;326;307;201;204;142;5892
110050;655;8;40;28;25;27;35;20;22;33;7;13;9;922
110060;429;20;24;32;18;22;16;17;11;15;30;19;11;664
110070;737;29;50;55;32;24;18;25;25;43;43;19;11;1111
110080;1155;80;137;78;49;85;91;73;79;83;65;64;42;2081
110090;385;14;16;28;19;16;12;17;9;12;16;9;5;558
110092;2026;257;274;192;201;169;133;91;123;83;96;691;111;4447
110094;1739;177;137;139;107;129;156;184;169;179;130;108;50;3404
110100;593;21;15;11;9;10;8;12;26;43;22;18;11;799
110110;991;51;64;85;64;91;72;87;91;70;73;58;29;1826
110120;725;30;30;38;26;28;27;32;25;12;15;14;8;1010
110130;1049;38;51;51;44;51;43;42;34;36;31;31;30;1531
110140;1170;56;56;83;73;63;75;65;91;83;125;129;69;2138
110143;457;11;9;23;10;13;5;8;18;13;4;4;7;582
110145;476;29;15;17;20;34;36;46;42;41;53;27;14;850
110146;369;33;31;23;38;35;35;39;46;24;44;39;14;770
110147;303;30;40;23;11;12;9;2;3;9;4;6;4;456
110148;392;14;21;21;13;3;25;20;11;19;8;15;7;569
110149;1286;77;102;76;130;104;69;99;71;79;60;46;34;2233
