Coluna;Mês Admissão
Município;Não admitido ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;2901;175;93;202;92;143;199;135;102;83;87;99;65;4376
110002;17775;1059;1015;795;799;834;809;805;865;801;749;636;492;27434
110003;681;32;26;34;22;15;19;18;14;11;29;19;1;921
110004;16324;860;893;728;716;728;867;1004;1074;891;753;717;585;26140
110005;2227;116;117;83;61;83;74;65;75;102;93;66;58;3220
110006;2333;118;66;72;69;99;86;101;145;81;56;60;70;3356
110007;1140;95;93;51;35;45;62;47;39;52;62;31;15;1767
110008;939;38;40;26;23;36;24;27;35;18;12;16;8;1242
110009;4963;206;176;178;137;175;154;234;310;246;195;168;110;7252
110010;3834;232;104;118;176;172;120;149;103;98;107;101;82;5396
110011;9153;440;366;551;358;372;444;474;350;306;405;261;312;13792
110012;26664;1050;1336;1149;1041;996;1078;1180;1259;1729;1361;980;1000;40823
110013;2999;115;199;170;96;173;125;189;128;131;114;94;65;4598
110014;1548;84;84;52;87;97;82;132;66;45;57;44;29;2407
110015;5603;231;206;181;255;235;238;253;209;220;187;154;118;8090
110018;8867;366;382;366;315;382;516;504;483;338;345;388;293;13545
110020;164242;4542;4263;4210;3654;4103;3768;4093;4897;4386;3550;4039;3002;212749
110025;2433;166;117;81;87;79;81;72;54;75;63;55;77;3440
110026;612;71;33;51;34;34;36;49;26;25;30;41;19;1061
110028;10290;431;440;424;294;402;348;483;766;1356;425;377;311;16347
110029;1146;30;32;37;9;28;25;24;22;28;26;15;15;1437
110030;19047;1253;899;874;864;790;828;962;1004;928;984;872;600;29905
110032;2966;134;117;121;90;89;92;109;140;89;123;85;62;4217
110033;1751;48;64;112;45;61;70;52;59;38;54;29;25;2408
110034;1309;57;86;50;38;36;49;56;37;24;39;38;19;1838
110037;1048;42;28;17;24;31;24;27;29;16;17;42;4;1349
110040;1363;115;73;85;98;30;64;40;50;45;36;25;19;2043
110045;3378;246;395;254;174;215;195;171;213;189;145;124;67;5766
110050;721;44;43;21;16;25;21;25;16;16;15;26;13;1002
110060;532;30;45;17;13;10;14;18;15;12;10;7;4;727
110070;818;45;56;73;48;45;40;30;59;21;29;23;14;1301
110080;2043;129;139;106;102;72;101;109;106;74;87;78;33;3179
110090;431;57;44;46;35;20;21;20;12;15;12;1;7;721
110092;1716;1097;208;166;163;187;221;201;239;119;165;174;77;4733
110094;1357;107;50;154;80;78;63;54;49;67;82;56;28;2225
110100;625;48;34;25;14;24;33;18;25;23;5;8;6;888
110110;1229;77;49;57;66;92;59;37;29;39;29;21;11;1795
110120;861;24;31;30;42;24;29;28;27;27;11;21;12;1167
110130;1177;75;50;59;32;39;63;36;40;35;31;23;21;1681
110140;1267;84;136;74;45;47;52;34;41;38;34;26;13;1891
110143;463;17;27;39;17;11;17;23;11;14;11;7;4;661
110145;644;37;24;39;30;32;33;26;18;16;31;12;18;960
110146;547;76;30;35;80;47;21;25;35;30;35;22;14;997
110147;486;25;14;9;5;16;6;7;9;4;8;7;1;597
110148;460;55;24;19;21;15;16;14;18;24;14;11;17;708
110149;1336;79;195;64;36;50;62;85;73;75;55;38;33;2181
110150;1267;53;40;44;47;41;46;49;68;52;29;30;39;1805
110155;439;18;25;24;16;17;21;20;22;9;12;13;6;642
110160;855;77;51;60;55;35;26;31;16;30;34;22;25;1317
110170;1053;58;72;40;30;33;25;31;37;44;16;52;17;1508
110175;653;36;30;82;26;22;21;19;14;12;26;11;10;962
110180;624;58;47;20;11;17;16;20;32;33;16;7;9;910
119999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120001;855;40;20;41;18;41;33;23;29;17;36;18;12;1183
120005;285;30;1;12;177;31;34;1;74;28;14;27;5;719
120010;2220;39;64;50;52;113;74;52;66;49;48;59;47;2933
120013;1459;106;96;102;99;192;127;135;95;54;98;35;43;2641
120017;643;22;16;17;13;14;12;13;26;14;11;5;9;815
120020;7575;358;199;384;395;406;243;216;289;181;196;231;134;10807
120025;1419;51;41;31;45;49;28;42;66;76;49;24;21;1942
120030;1673;41;30;199;118;62;108;38;64;45;19;20;29;2446
120032;502;1;0;2;0;0;0;1;1;0;1;0;2;510
120033;791;11;18;20;12;98;12;45;38;25;26;50;1;1147
120034;821;15;5;6;9;44;116;92;105;126;80;4;7;1430
120035;806;70;28;26;1;412;82;24;13;6;5;0;0;1473
120038;1049;42;22;37;26;133;25;18;17;50;24;18;14;1475
120039;648;5;2;2;17;10;16;6;4;6;2;4;0;722
120040;96597;3404;3632;6287;3465;3132;3397;2962;3019;2559;2606;1939;1454;134453
120042;661;8;3;1;12;106;11;34;4;19;14;1;9;883
120043;256;3;0;0;0;0;0;1;3;1;0;0;0;264
120045;2170;82;75;52;89;76;62;73;47;76;39;39;44;2924
120050;1893;162;92;380;100;73;99;137;70;85;53;44;34;3222
120060;1883;84;106;124;76;343;54;55;44;61;33;63;21;2947
120070;772;35;13;28;39;35;40;24;15;25;12;19;6;1063
120080;851;65;26;34;23;48;123;36;73;28;26;18;8;1359
129999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130002;561;78;64;178;55;38;21;14;11;18;8;4;11;1061
130006;408;17;7;3;5;48;17;10;5;4;7;3;1;535
130008;387;13;2;159;14;55;12;0;10;11;6;2;0;671
130010;378;130;180;38;5;3;7;4;5;3;4;2;0;759
130014;843;18;26;10;20;35;34;17;44;21;12;18;19;1117
130020;164;704;105;286;32;53;36;22;41;25;7;13;8;1496
130030;1092;366;166;399;56;52;22;20;16;24;21;14;8;2256
130040;714;168;302;46;30;39;16;4;14;8;8;3;1;1353
130050;871;18;7;3;1;9;7;2;2;19;0;2;2;943
130060;1047;530;426;235;27;205;17;61;76;30;16;10;4;2684
130063;485;125;109;60;120;15;69;14;10;11;18;13;4;1053
130068;405;45;17;135;30;9;3;1;4;3;6;6;2;666
130070;1808;167;101;262;92;142;34;45;33;47;42;25;36;2834
130080;1987;69;75;390;106;19;8;42;23;15;4;18;33;2789
130083;790;95;0;57;11;0;2;0;1;1;0;1;2;960
130090;471;21;1;5;5;6;3;4;1;1;0;1;3;522
130100;737;29;41;26;354;81;61;39;37;17;22;20;19;1483
130110;1102;113;52;37;158;81;33;26;42;30;22;20;8;1724
