Coluna;Mês Desligamento
Município;Não desligado ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;2476;98;89;113;95;91;96;112;78;90;92;92;133;3655
110002;17126;824;837;1023;917;1021;986;982;1018;1037;960;940;1346;29017
110003;567;11;12;22;14;14;13;18;18;22;32;15;25;783
110004;14691;700;899;798;701;809;729;948;905;690;640;672;713;23895
110005;1946;85;71;98;88;100;82;80;84;82;95;63;133;3007
110006;1948;43;80;55;44;63;66;65;84;61;61;74;91;2735
110007;944;35;42;51;130;31;47;32;49;40;21;44;41;1507
110008;770;16;47;24;23;31;17;29;20;36;45;36;212;1306
110009;4063;119;148;212;165;161;275;163;181;145;148;161;194;6135
110010;3593;209;116;110;190;124;427;126;98;105;131;113;110;5452
110011;8757;357;360;454;420;441;363;372;347;384;368;405;431;13459
110012;24347;1001;1006;1142;1172;1134;1200;1235;1248;1412;1476;1186;1416;38975
110013;2759;118;107;110;93;118;125;116;156;122;133;137;136;4230
110014;1455;36;38;55;40;75;25;42;48;40;37;81;42;2014
110015;5435;350;208;344;240;246;340;288;233;217;231;226;274;8632
110018;8121;444;371;418;406;424;619;469;611;642;481;476;487;13969
110020;191402;7756;8068;7428;7520;9892;9233;9071;9444;8017;8074;9265;8502;293672
110025;2158;70;67;87;54;63;90;93;79;82;59;90;96;3088
110026;473;14;14;26;22;22;41;20;18;20;13;17;36;736
110028;8783;342;419;461;407;385;410;506;431;401;391;496;471;13903
110029;1310;27;35;23;28;20;29;52;55;75;34;65;64;1817
110030;17689;760;848;905;884;795;839;1028;916;867;910;946;1004;28391
110032;1659;90;101;106;111;144;116;113;100;67;120;125;141;2993
110033;1821;35;90;75;75;65;55;51;47;113;61;64;119;2671
110034;1249;34;56;46;71;53;69;83;125;181;270;291;336;2864
110037;938;11;10;17;13;14;21;17;25;11;12;11;14;1114
110040;1704;60;47;69;47;68;49;66;52;70;74;82;51;2439
110045;3586;131;175;200;184;161;162;168;190;212;216;205;302;5892
110050;723;18;17;15;28;23;11;22;10;11;13;19;12;922
110060;522;12;19;8;12;10;10;15;9;14;9;10;14;664
110070;881;10;24;19;18;22;13;16;11;18;23;15;41;1111
110080;1402;38;46;47;47;67;60;58;54;59;57;56;90;2081
110090;440;7;11;9;12;10;12;11;11;12;9;10;4;558
110092;2001;131;138;205;193;166;174;283;143;92;684;103;134;4447
110094;1808;118;134;188;124;124;105;101;127;151;126;138;160;3404
110100;504;10;7;17;7;15;14;7;43;146;11;7;11;799
110110;1241;27;37;44;62;26;33;50;60;45;52;59;90;1826
110120;769;14;26;32;20;19;13;19;22;12;30;15;19;1010
110130;1157;17;24;38;27;44;28;39;43;30;29;18;37;1531
110140;1404;52;24;53;46;54;59;62;71;82;79;52;100;2138
110143;374;13;9;9;12;15;6;5;13;10;15;4;97;582
110145;523;18;19;23;26;25;60;22;26;24;27;27;30;850
110146;440;24;25;30;30;29;37;20;31;13;27;29;35;770
110147;269;35;6;6;8;13;13;9;26;6;0;6;59;456
110148;447;8;11;11;3;3;18;15;15;5;6;15;12;569
110149;1460;124;42;63;56;59;54;30;43;70;57;121;54;2233
110150;993;5;27;32;39;30;9;18;27;33;29;40;31;1313
110155;490;4;13;15;3;14;7;5;15;8;16;5;9;604
110160;753;21;23;20;26;15;15;18;24;24;19;16;16;990
110170;835;12;17;49;24;20;32;22;29;20;30;27;33;1150
110175;618;13;34;13;15;15;11;16;21;11;15;13;32;827
110180;636;16;7;14;6;20;4;18;23;5;16;9;12;786
119999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120001;455;34;36;32;32;32;35;33;39;39;44;45;45;901
120005;315;2;16;10;5;5;5;2;3;2;3;2;7;377
120010;1507;41;34;62;45;50;48;42;45;41;49;37;95;2096
120013;605;18;29;24;19;70;33;52;31;30;48;112;34;1105
120017;665;23;16;13;10;11;11;20;203;24;18;37;67;1118
120020;6749;198;209;430;189;214;191;284;288;250;294;362;235;9893
120025;1182;21;25;32;21;44;28;38;45;27;45;30;21;1559
120030;1623;3;19;12;65;10;73;14;18;14;18;23;13;1905
120032;470;1;0;0;1;1;0;0;1;0;0;0;0;474
120033;515;12;10;4;3;9;10;8;11;8;3;5;237;835
120034;467;1;2;5;4;3;3;5;3;0;5;10;35;543
120035;1208;0;2;0;0;0;0;0;0;0;0;0;0;1210
120038;1131;20;20;51;31;30;43;32;30;25;37;36;26;1512
120039;461;16;5;3;1;0;0;0;2;2;2;0;0;492
120040;96959;4852;3333;3471;2492;2906;3378;3140;3042;2808;3442;3138;5586;138547
120042;744;3;5;17;15;3;6;9;1;3;3;3;1;813
120043;199;0;0;0;1;0;0;0;0;0;0;0;0;200
120045;1923;107;87;119;217;98;145;55;53;53;65;62;43;3027
120050;2000;47;53;69;60;54;65;44;141;65;59;108;65;2830
120060;729;17;24;34;21;28;27;30;22;35;60;33;45;1105
120070;723;18;24;17;15;27;16;20;25;23;21;20;11;960
120080;691;8;15;11;4;12;11;20;15;13;10;7;23;840
129999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130002;274;0;0;1;1;4;2;1;0;1;0;1;1;286
130006;287;1;4;0;0;0;1;1;0;0;25;1;115;435
130008;347;0;3;17;8;2;1;3;5;0;0;5;106;497
130010;598;0;3;2;7;2;1;1;1;1;1;1;4;622
130014;845;9;14;21;25;16;5;12;13;11;7;20;40;1038
130020;778;0;1;0;1;2;2;2;2;2;1;1;0;792
130030;640;8;4;6;4;5;8;6;20;25;28;4;4;762
130040;1012;0;0;1;1;0;1;0;0;1;2;2;2;1022
130050;1093;1;2;1;4;2;2;1;0;2;5;2;1;1116
130060;1785;4;3;4;1;5;1;3;0;1;2;6;2;1817
130063;20;0;1;0;0;1;1;0;0;0;0;0;0;23
130068;183;0;0;1;0;0;0;3;1;2;0;1;3;194
130070;1792;12;21;28;27;24;23;18;21;26;18;24;162;2196
130080;1362;11;20;17;13;15;12;16;16;13;14;52;287;1848
130083;18;0;0;0;0;0;0;0;0;0;0;0;0;18
130090;31;0;0;2;0;2;1;0;1;0;0;1;1;39
130100;975;2;1;4;0;0;1;3;6;3;5;4;16;1020
130110;1261;11;16;11;8;11;7;15;8;7;10;12;30;1407
130115;904;17;5;1;14;8;3;2;4;7;8;6;10;989
130120;6050;98;133;96;152;77;194;92;83;113;55;51;68;7262
130130;1007;5;2;2;1;1;3;2;0;5;1;1;2;1032
130140;1500;5;5;3;3;4;7;6;7;1;2;3;6;1552
130150;714;1;0;0;0;0;0;0;0;0;0;0;2;717
130160;17;0;0;0;0;0;0;0;0;1;0;1;3;22
130165;702;1;2;3;4;1;1;2;43;4;3;3;0;769
130170;2142;30;37;47;71;55;63;50;94;52;52;56;663;3412
130180;380;0;1;0;0;0;0;0;0;0;1;0;0;382
130185;2249;65;81;64;75;96;85;66;129;107;99;165;132;3413
130190;8892;156;171;180;781;173;240;182;217;224;246;412;214;12088
130195;413;0;0;0;0;0;3;0;0;1;1;1;0;419
130200;1948;13;17;20;61;57;56;115;121;68;100;106;346;3028
130210;442;0;0;0;1;1;0;0;0;0;0;0;0;444
130220;643;0;0;1;0;0;0;0;0;0;0;0;0;644
130230;52;0;0;1;0;0;1;1;0;0;1;0;0;56
130240;1435;6;18;5;10;7;10;27;22;4;15;18;18;1595
