Coluna;Mês Admissão
Município;Não admitido ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;2044;150;164;109;67;105;109;96;103;84;125;55;55;3266
110002;14278;1153;1052;922;806;1023;952;960;1200;937;1022;792;562;25659
110003;375;43;37;30;16;13;16;30;15;12;18;8;3;616
110004;12065;694;726;624;650;854;747;782;809;754;616;713;532;20566
110005;1492;88;89;102;55;202;89;73;74;71;112;73;42;2562
110006;1816;101;124;91;81;124;147;119;96;122;117;41;42;3021
110007;711;38;32;46;30;35;55;47;45;40;42;32;22;1175
110008;822;42;21;16;26;47;52;59;27;34;34;33;1;1214
110009;3348;193;192;160;204;231;298;272;235;211;188;171;122;5825
110010;2993;114;117;128;122;131;98;115;112;109;112;102;66;4319
110011;7099;440;331;568;379;378;406;411;414;390;327;380;250;11773
110012;19645;1346;1113;1078;1023;1227;1333;1263;1425;1346;1224;1107;726;33856
110013;2062;239;99;103;154;114;136;104;107;127;83;73;45;3446
110014;1128;143;73;51;51;53;56;63;36;90;39;31;21;1835
110015;3350;231;168;191;174;127;306;241;367;332;213;235;183;6118
110018;6499;401;400;522;463;603;535;619;560;562;440;415;358;12377
110020;129420;5760;6621;7294;7992;7087;7236;7376;8133;8599;8669;8297;5587;218071
110025;1817;126;75;68;51;87;64;131;93;106;100;87;36;2841
110026;350;8;17;15;17;14;11;5;15;5;7;9;5;478
110028;7347;479;359;367;424;533;462;581;537;519;442;384;303;12737
110029;968;30;26;37;36;41;152;64;83;38;40;34;6;1555
110030;13300;993;814;859;911;910;891;914;1015;881;868;714;556;23626
110032;1391;172;65;57;91;203;162;133;111;117;97;58;60;2717
110033;1312;75;79;68;71;56;70;88;76;55;54;46;22;2072
110034;1102;82;49;113;46;70;399;228;75;88;125;49;16;2442
110037;711;51;20;16;32;19;16;33;25;28;19;14;4;988
110040;1078;111;95;121;66;52;62;62;60;58;47;24;16;1852
110045;2450;319;253;262;150;150;139;118;113;232;372;182;115;4855
110050;569;43;46;29;15;16;5;6;6;22;9;11;4;781
110060;394;10;12;20;7;8;9;13;11;9;13;11;7;524
110070;582;25;32;33;49;25;13;18;12;12;14;9;5;829
110080;1111;140;114;68;47;57;52;77;56;56;67;33;33;1911
110090;336;38;18;19;17;6;8;13;7;7;2;4;1;476
110092;1435;196;168;87;111;150;188;112;128;80;145;147;162;3109
110094;1272;140;72;52;51;117;93;154;203;125;106;50;23;2458
110100;497;22;17;15;15;14;8;12;8;8;8;12;1;637
110110;873;41;37;49;26;32;35;62;42;62;22;41;9;1331
110120;678;58;14;33;30;27;20;28;37;13;6;38;4;986
110130;1010;54;41;25;36;35;26;30;29;24;32;31;18;1391
110140;1037;63;50;77;90;88;48;49;42;40;41;30;18;1673
110143;413;7;3;21;15;2;11;6;10;4;7;3;2;504
110145;365;29;18;14;30;9;16;50;33;22;11;11;10;618
110146;323;47;39;22;18;35;18;67;32;30;21;13;17;682
110147;304;35;14;36;25;19;6;21;15;6;1;9;2;493
110148;231;27;17;56;10;9;5;9;9;4;13;12;1;403
110149;1096;146;56;107;63;71;58;45;65;48;62;31;12;1860
110150;730;19;39;43;26;24;35;19;25;24;62;17;9;1072
110155;358;31;9;8;3;7;5;12;0;8;1;14;19;475
110160;635;42;32;23;11;20;21;20;19;11;17;16;11;878
110170;767;36;12;19;30;36;32;37;38;18;12;48;26;1111
110175;429;27;5;18;14;6;24;23;10;9;12;5;2;584
110180;486;25;10;14;10;13;8;4;8;18;7;5;7;615
119999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120001;618;80;25;33;31;46;38;29;31;23;20;21;16;1011
120005;275;12;6;7;3;2;4;4;16;8;7;4;3;351
120010;1007;29;36;26;84;33;46;40;38;42;30;30;29;1470
120013;530;52;14;22;25;23;46;23;23;36;22;15;4;835
120017;528;14;9;43;29;6;49;17;19;24;19;14;14;785
120020;5275;195;172;265;277;173;309;282;447;366;225;189;80;8255
120025;771;51;58;32;39;30;20;19;14;23;30;17;12;1116
120030;1147;33;68;12;76;15;21;8;25;66;48;21;16;1556
120032;214;1;3;0;2;0;0;0;2;1;10;0;0;233
120033;341;36;3;69;70;19;27;16;8;41;45;1;13;689
120034;407;39;7;14;61;24;73;94;37;115;12;2;1;886
120035;692;30;4;0;4;13;6;2;3;2;6;1;0;763
120038;778;42;26;39;82;22;24;22;23;8;19;20;8;1113
120039;325;1;0;0;1;122;20;2;6;8;4;0;0;489
