Coluna;Mês Admissão
Município;Não admitido ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110002;2749;196;175;116;137;155;425;190;200;190;147;163;87;4930
110004;3451;204;211;225;240;358;366;346;336;291;282;170;136;6616
110005;243;12;12;11;113;28;34;62;10;17;9;3;4;558
110006;600;17;11;16;58;47;53;68;42;33;34;6;9;994
110008;130;4;0;1;19;11;4;1;5;35;13;1;2;226
110009;469;24;34;18;24;95;93;33;34;27;12;15;8;886
110010;18120;250;174;133;273;378;317;303;320;255;283;290;354;21450
110011;1784;139;132;186;146;203;153;124;147;201;108;67;60;3450
110012;7285;416;345;489;630;629;619;656;718;633;567;407;302;13696
110014;0;1;0;1;3;1;0;0;0;0;0;0;0;6
110015;1372;93;67;146;104;83;69;122;228;122;135;158;106;2805
110018;1688;131;99;156;160;161;190;165;200;173;129;130;43;3425
110020;79583;2548;1672;2089;2127;2402;2745;2524;2387;2250;3338;1947;1215;106827
110025;361;8;12;13;22;18;31;17;28;12;18;16;7;563
110028;414;29;20;24;74;54;43;36;45;41;28;39;22;869
110029;84;4;5;3;1;14;6;3;4;8;12;2;9;155
110030;3847;345;210;254;353;326;335;465;385;410;346;253;174;7703
110033;11;3;0;0;0;0;0;2;0;4;0;1;0;21
119999;0;0;0;0;30;4;11;3;6;9;10;6;2;81
120005;8;0;0;0;0;0;0;0;0;0;0;0;0;8
120010;444;5;3;4;7;3;5;8;8;5;7;6;2;507
120020;1632;53;21;50;18;25;16;21;5;15;18;6;12;1892
120030;342;4;0;4;3;0;5;1;0;0;0;1;1;361
120033;13;0;0;0;0;0;0;0;0;0;0;0;0;13
120034;15;0;0;0;0;0;0;1;0;0;0;0;0;16
120038;48;0;0;0;1;0;0;3;0;1;1;3;0;57
120040;39784;991;920;849;964;889;1005;1322;975;883;673;489;414;50158
120045;228;6;4;6;2;3;5;1;5;2;2;3;0;267
120050;114;1;3;0;2;0;0;1;0;0;0;0;0;121
120060;101;0;0;0;4;1;0;0;0;0;0;0;1;107
120070;129;3;0;3;3;0;0;4;0;0;0;12;8;162
130002;8;0;0;0;0;0;0;0;0;0;0;0;0;8
130006;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130008;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130010;243;0;27;0;0;4;0;1;0;0;0;0;0;275
130020;39;0;0;2;0;0;0;0;0;0;0;0;0;41
130030;95;0;0;0;0;1;0;1;0;2;3;0;0;102
130040;12;0;0;0;0;0;0;1;0;0;0;0;0;13
130050;388;1;43;0;18;0;1;0;0;0;1;0;0;452
130060;943;17;16;5;4;12;9;12;1;8;3;4;5;1039
130063;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130068;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130070;468;1;10;30;8;0;1;4;0;0;0;0;1;523
130080;415;6;84;2;2;2;1;3;2;1;2;3;1;524
130083;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130090;10;0;0;0;0;0;1;0;0;0;1;0;0;12
130100;432;5;4;4;2;1;1;38;6;7;0;2;0;502
130110;292;35;1;7;41;88;70;7;2;5;0;0;0;548
130120;1003;15;25;12;7;12;52;6;11;9;7;20;6;1185
130130;348;1;0;41;19;27;1;3;1;0;0;0;0;441
130140;555;5;53;2;1;6;2;10;6;1;10;16;0;667
130150;60;1;0;0;0;0;0;1;0;0;0;0;0;62
130160;255;0;1;0;0;1;0;0;0;1;0;0;2;260
130170;1032;43;123;13;63;70;35;11;5;4;4;2;5;1410
130180;124;0;0;0;0;0;0;0;0;0;0;0;0;124
130185;47;4;4;4;2;1;8;3;2;2;4;1;2;84
130190;4474;292;154;259;196;175;194;354;265;258;207;185;100;7113
130200;8;0;0;0;0;0;1;1;0;1;1;0;0;12
130210;15;0;0;0;0;0;0;1;0;0;2;0;0;18
130220;11;0;0;0;0;0;0;0;0;0;0;0;0;11
130230;5;0;0;0;0;0;0;1;0;0;0;0;0;6
130240;595;20;23;10;14;4;5;3;3;2;5;0;0;684
130250;1487;15;25;127;37;82;40;32;47;96;77;23;10;2098
130255;1;0;0;0;0;0;0;0;0;0;0;0;0;1
130260;212831;10167;8326;9297;11473;13500;14629;14017;13725;11792;10984;9045;5503;345289
130270;707;0;0;1;0;3;1;1;0;0;0;0;1;714
130280;6;0;0;0;0;0;0;2;0;0;0;0;0;8
130290;220;0;2;3;1;1;1;5;0;4;2;1;0;240
130300;8;0;0;0;0;0;0;2;0;0;0;0;1;11
130310;458;9;0;12;5;2;1;2;1;0;0;0;0;490
