Coluna;Mês Admissão
Município;Não admitido ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;1306;32;29;76;68;95;52;82;52;47;27;49;17;1932
110002;7661;526;390;816;640;512;381;373;418;470;438;433;294;13352
110003;323;10;5;13;5;23;5;7;8;18;10;6;13;446
110004;7365;392;375;419;484;480;464;501;464;787;454;453;360;12998
110005;1093;48;34;59;55;43;57;120;140;71;41;52;53;1866
110006;1137;126;110;101;58;68;93;114;86;51;49;48;58;2099
110007;374;9;16;11;19;12;6;16;9;7;6;8;4;497
110008;360;9;5;15;85;65;19;13;4;9;24;10;4;622
110009;1944;128;107;160;176;152;206;249;137;133;111;81;60;3644
110010;1999;49;73;63;75;61;60;51;54;58;79;68;28;2718
110011;4793;284;231;592;395;328;224;363;365;432;294;223;164;8688
110012;13694;692;623;778;907;778;647;807;880;753;627;640;412;22238
110013;1036;67;24;117;115;136;132;100;67;73;55;57;23;2002
110014;675;22;16;13;20;23;20;25;10;12;21;17;17;891
110015;2941;147;100;143;261;147;117;136;268;249;150;193;95;4947
110018;3997;181;165;224;235;228;193;242;255;234;283;217;143;6597
110020;79466;2198;2543;3557;2199;2837;1858;2353;3181;2378;2265;2604;1657;109096
110025;1157;73;35;35;36;42;198;99;52;62;54;38;36;1917
110026;291;11;1;31;93;29;42;1;4;0;4;10;3;520
110028;4418;153;119;201;257;240;217;288;217;166;152;188;145;6761
110029;582;30;13;14;28;48;36;34;11;26;14;20;6;862
110030;7268;452;586;608;444;424;408;506;575;500;464;463;389;13087
110032;831;21;23;20;29;30;70;47;42;45;44;36;14;1252
110033;690;14;26;15;28;51;24;35;45;23;14;12;6;983
110034;968;43;31;72;82;50;154;57;42;15;47;26;19;1606
110037;344;12;8;80;43;16;16;10;4;23;25;17;7;605
110040;446;24;24;11;115;58;27;25;24;28;28;19;11;840
110045;1080;89;117;148;83;165;86;118;212;151;155;148;30;2582
110050;227;7;8;10;3;5;4;2;1;3;16;2;3;291
110060;159;18;21;63;25;4;7;11;5;10;4;6;3;336
110070;339;3;10;4;31;27;11;13;30;23;22;10;3;526
110080;670;36;20;37;120;21;19;34;20;20;14;28;18;1057
110090;203;0;4;12;4;5;7;5;2;3;4;3;1;253
110092;510;26;28;50;23;48;25;31;32;46;16;48;72;955
110094;187;7;18;26;27;18;38;33;35;22;28;10;3;452
110100;339;5;7;27;5;0;3;50;20;7;5;3;5;476
110110;514;30;11;61;38;35;28;10;15;23;6;10;11;792
110120;397;3;16;2;13;16;6;5;36;4;12;10;7;527
110130;731;31;39;35;57;61;22;17;12;17;26;12;8;1068
110140;563;24;208;28;69;67;42;27;35;47;47;29;16;1202
110143;183;9;12;8;6;7;7;2;13;6;4;13;5;275
110145;131;14;20;8;4;1;7;9;4;2;5;2;5;212
110146;156;2;1;61;12;11;6;4;18;4;7;6;1;289
110147;111;2;5;2;72;3;3;12;13;10;6;1;1;241
110148;197;18;5;6;2;5;2;5;3;4;4;9;1;261
110149;679;26;61;34;27;45;100;93;43;39;33;41;42;1263
110150;407;22;3;19;25;10;17;24;43;12;15;3;3;603
110155;231;28;17;15;9;5;8;5;2;0;1;5;1;327
110160;348;18;8;15;10;13;12;14;13;18;7;14;9;499
110170;370;10;18;11;8;9;1;8;12;9;4;16;3;479
110175;265;6;2;3;8;12;11;47;10;12;5;4;0;385
110180;365;12;7;11;15;14;4;4;2;6;27;30;14;511
119999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120001;230;9;5;5;5;20;148;72;6;4;12;10;1;527
120005;138;1;2;2;2;3;6;3;7;8;7;5;1;185
120010;371;7;18;5;6;13;21;26;29;19;12;5;3;535
120013;412;17;5;26;21;12;7;14;9;8;10;14;2;557
120017;158;5;5;6;37;13;25;7;14;11;21;31;7;340
120020;2445;90;57;174;71;90;58;141;103;53;55;43;25;3405
120025;337;24;22;22;23;12;18;13;32;19;15;7;12;556
120030;452;39;41;56;135;10;8;38;4;16;6;1;2;808
120032;69;0;0;0;0;0;0;0;0;0;0;0;0;69
120033;215;3;0;8;1;1;2;2;0;1;1;1;1;236
120034;101;1;0;1;3;0;0;5;1;1;0;0;0;113
120035;100;0;0;196;55;9;1;0;1;1;1;0;0;364
120038;395;9;6;6;14;152;13;13;12;25;4;4;4;657
120039;122;0;0;2;158;0;0;0;0;0;3;0;0;285
120040;56020;1304;1221;1987;1768;1405;1498;1886;1784;1447;1133;1154;693;73300
120042;132;0;0;0;0;0;0;0;0;1;0;0;0;133
120043;60;0;0;0;21;0;0;0;0;0;0;0;0;81
120045;630;23;13;32;25;26;20;38;25;32;21;18;19;922
120050;578;22;8;140;106;33;18;10;29;14;13;18;5;994
120060;722;28;12;154;37;31;21;12;10;6;4;16;7;1060
120070;413;7;2;1;7;13;3;55;4;8;3;6;27;549
120080;159;2;0;1;0;1;11;20;4;9;1;3;0;211
129999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130002;8;0;0;0;0;0;0;0;0;0;0;0;0;8
130006;9;0;0;0;0;0;0;0;0;0;0;0;0;9
130008;9;0;0;0;0;0;0;0;0;0;0;0;0;9
130010;12;0;0;0;0;0;0;0;0;0;0;0;0;12
130014;327;11;13;27;12;4;4;0;3;0;0;2;0;403
130020;66;0;0;1;0;1;0;0;2;3;0;0;0;73
130030;326;0;0;1;0;0;0;0;0;0;0;0;0;327
130040;171;9;0;7;4;0;8;0;1;1;1;0;0;202
130050;560;9;4;38;17;1;6;0;1;0;0;0;0;636
130060;382;10;0;3;215;20;35;11;5;1;3;1;0;686
130063;10;0;0;0;0;0;0;0;0;0;0;0;0;10
130068;177;3;0;0;0;1;0;0;0;0;0;0;0;181
130070;534;71;9;152;43;27;10;7;8;34;4;11;13;923
130080;348;6;0;0;7;0;6;1;0;1;0;2;0;371
130083;382;4;0;0;0;1;0;0;0;0;0;0;0;387
130090;12;0;0;0;2;0;4;0;0;0;0;0;0;18
