Coluna;Mês Admissão
Município;Não admitido ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;2831;138;156;135;134;144;161;163;161;142;114;129;77;4485
110002;18691;1194;1456;1211;1247;1267;1205;1224;1301;1255;1085;1031;691;32858
110003;653;10;40;19;18;19;16;53;31;18;36;23;10;946
110004;15636;992;1107;924;928;970;1044;1062;1240;1202;1046;1152;635;27938
110005;2213;104;186;116;105;146;143;134;116;133;112;113;76;3697
110006;2289;88;117;76;70;113;88;115;115;88;84;92;70;3405
110007;1035;50;67;54;30;61;41;38;67;50;51;53;46;1643
110008;1034;51;29;45;45;43;22;33;27;28;37;26;13;1433
110009;4562;255;193;199;237;273;270;339;310;280;225;160;142;7445
110010;4010;145;172;68;100;173;180;175;201;146;151;170;78;5769
110011;9187;471;450;767;432;436;447;560;440;333;394;379;314;14610
110012;26052;1375;1385;1395;1487;1474;1571;1618;1504;1441;1595;1341;980;43218
110013;2882;146;130;102;121;165;131;142;170;139;133;116;87;4464
110014;1639;52;33;65;79;113;76;56;82;82;44;74;31;2426
110015;5602;249;255;247;242;258;243;336;274;249;237;233;145;8570
110018;9160;508;457;427;503;500;582;561;580;486;472;462;337;15035
110020;189269;6775;7210;6333;6751;7626;7788;7712;7667;6908;6741;6494;4573;271847
110025;2539;118;172;126;85;101;102;122;113;122;85;91;63;3839
110026;530;9;34;30;9;19;26;25;25;29;39;18;9;802
110028;10305;566;654;654;594;599;434;561;601;602;572;508;390;17040
110029;1263;41;26;38;37;66;56;89;77;54;58;41;30;1876
110030;18696;1357;1258;1250;1126;1464;1320;1414;1372;1144;1102;1057;766;33326
110032;2648;103;85;81;94;106;92;127;90;127;121;113;67;3854
110033;1947;73;67;56;108;64;100;101;95;93;62;44;34;2844
110034;1441;43;75;43;53;50;54;47;57;52;39;36;26;2016
110037;1034;38;30;34;26;17;23;31;75;46;13;11;12;1390
110040;1627;142;114;121;83;92;64;58;88;81;60;37;27;2594
110045;3211;333;342;172;189;239;169;192;284;311;213;206;100;5961
110050;652;75;59;45;36;32;30;26;26;15;15;16;16;1043
110060;559;25;14;27;18;15;21;16;13;20;20;11;9;768
110070;865;28;18;35;24;31;30;29;33;21;13;15;18;1160
110080;1630;335;292;419;342;309;176;88;110;85;58;61;66;3971
110090;407;13;19;16;12;6;10;10;29;12;7;7;4;552
110092;1837;131;121;122;87;116;107;183;286;139;123;113;128;3493
110094;1989;113;137;120;141;163;172;237;186;199;127;139;77;3800
110100;652;18;16;23;15;16;6;27;18;21;16;5;5;838
110110;1141;49;51;22;64;107;60;89;97;33;38;56;47;1854
110120;805;33;39;33;32;32;32;47;26;27;26;12;15;1159
110130;1162;44;32;43;43;43;68;46;53;48;23;36;32;1673
110140;1535;85;111;97;74;74;72;92;47;63;81;43;41;2415
110143;472;18;14;24;10;9;18;19;20;5;9;6;7;631
110145;548;31;30;20;39;33;34;21;31;28;39;18;14;886
110146;490;45;34;42;28;26;28;27;33;25;34;40;16;868
110147;346;9;17;16;7;2;9;5;10;8;6;10;2;447
110148;425;14;28;11;9;10;11;9;13;14;18;7;19;588
110149;1437;73;109;73;76;43;62;69;75;73;60;56;30;2236
110150;1196;40;52;39;69;41;38;72;41;61;45;42;25;1761
110155;542;23;20;8;9;11;16;14;11;11;14;10;4;693
110160;844;36;36;51;30;15;37;29;30;37;48;48;19;1260
110170;871;24;27;49;21;29;19;28;26;47;31;22;16;1210
110175;667;5;18;27;21;22;19;23;13;12;21;13;13;874
110180;669;19;17;14;13;13;8;11;13;7;9;15;10;818
119999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120001;841;46;31;32;22;18;34;63;41;58;39;30;17;1272
120005;315;5;26;3;11;2;8;2;13;10;3;10;3;411
120010;1681;101;111;116;86;105;64;79;69;61;57;70;71;2671
120013;938;60;85;117;67;40;65;51;39;34;37;29;30;1592
120017;649;16;13;4;10;10;19;16;18;26;7;8;12;808
120020;7971;321;237;273;233;319;353;385;416;317;287;255;224;11591
120025;1246;90;57;33;65;62;24;53;49;40;57;30;41;1847
120030;1404;26;74;39;87;28;39;41;44;31;16;17;12;1858
120032;368;2;1;1;4;1;2;1;1;1;3;2;0;387
120033;754;10;19;108;22;51;44;20;17;16;8;25;6;1100
120034;418;2;12;16;4;5;0;2;2;6;0;4;1;472
120035;828;2;2;96;148;14;8;4;1;0;0;32;0;1135
120038;1562;39;80;32;118;51;107;31;37;34;40;44;22;2197
120039;437;3;3;2;3;4;6;1;4;3;1;2;1;470
120040;101489;3867;7571;4413;3674;4123;5588;4631;4144;3391;3196;3164;2492;151743
120042;728;3;6;25;11;17;3;13;2;1;0;1;0;810
120043;201;0;0;2;1;1;0;0;1;0;0;2;0;208
120045;1867;86;87;106;62;90;72;63;76;68;47;56;41;2721
120050;2226;97;91;83;72;169;115;122;99;97;66;72;40;3349
120060;1643;39;144;127;138;42;71;101;125;64;34;35;31;2594
120070;817;26;23;26;23;27;28;21;28;17;20;15;24;1095
120080;837;26;24;45;17;20;59;50;33;65;43;42;12;1273
129999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130002;872;28;9;43;15;15;26;66;60;45;61;83;21;1344
130006;444;0;3;4;100;0;3;0;0;0;1;1;0;556
130008;344;9;76;7;27;50;1;0;2;10;3;1;1;531
130010;598;32;6;0;5;7;0;5;2;2;3;1;0;661
130014;870;18;19;12;27;17;26;25;28;23;14;14;12;1105
130020;721;30;28;199;26;34;21;7;0;9;2;11;6;1094
130030;1069;10;9;17;23;13;20;13;30;13;14;12;13;1256
130040;727;88;14;88;9;25;28;13;7;28;9;2;9;1047
130050;999;16;5;14;10;7;5;7;6;0;3;3;5;1080
130060;1196;389;378;89;52;22;14;18;30;9;6;25;4;2232
130063;28;0;0;1;0;0;0;0;0;0;0;0;1;30
130068;443;4;3;42;5;5;4;0;1;1;3;1;0;512
130070;1947;121;133;81;51;72;72;139;71;49;47;16;13;2812
130080;1472;24;295;46;35;16;5;9;10;6;8;10;6;1942
130083;877;1;0;0;0;0;0;2;1;1;2;0;0;884
130090;275;1;2;3;1;1;11;6;2;3;0;0;2;307
130100;878;13;7;109;3;5;3;7;11;6;3;0;0;1045
130110;1352;17;57;17;6;17;8;31;20;35;39;5;6;1610
130115;776;20;5;167;3;2;2;2;8;1;1;5;3;995
130120;5967;102;42;84;50;81;60;162;39;48;43;47;36;6761
130130;685;148;120;112;24;28;5;7;22;5;7;15;1;1179
130140;1466;10;3;20;7;1;3;4;0;0;1;1;2;1518
130150;833;24;25;5;4;51;22;27;7;14;2;2;3;1019
130160;1431;19;3;306;32;20;4;1;1;0;4;0;0;1821
130165;689;1;0;0;3;6;0;5;4;2;1;1;0;712
130170;2402;189;105;50;147;376;105;128;104;66;94;98;141;4005
130180;375;12;6;3;3;0;0;0;0;2;2;0;0;403
130185;3443;142;114;293;236;125;130;98;131;204;166;153;92;5327
130190;8928;370;589;642;350;229;248;397;702;327;238;187;145;13352
130195;457;1;19;6;19;1;1;0;2;0;0;0;0;506
130200;305;248;29;14;23;7;5;7;3;8;14;5;2;670
130210;299;2;0;151;2;0;4;1;1;0;0;0;0;460
130220;667;12;4;23;18;0;1;0;0;0;0;1;0;726
130230;752;4;8;144;19;10;17;6;7;1;5;1;3;977
130240;1244;62;106;42;347;48;43;58;28;14;28;22;3;2045
130250;4568;209;196;135;163;149;137;146;197;186;187;112;65;6450
130255;766;26;18;63;284;37;131;94;13;14;19;18;3;1486
130260;544181;25412;30706;23565;25981;25177;20885;25336;26356;24062;25393;22876;16678;836608
130270;1282;25;4;18;30;21;14;20;34;15;22;22;15;1522
130280;300;8;5;149;10;9;9;0;18;6;0;0;0;514
130290;3075;137;100;53;123;51;42;41;38;35;81;59;14;3849
130300;758;40;152;7;19;9;9;5;3;18;8;4;0;1032
130310;945;56;12;343;26;18;12;11;4;7;7;5;4;1450
130320;665;12;16;123;5;11;4;10;18;8;10;8;5;895
130330;642;97;60;41;6;19;8;17;3;3;9;6;1;912
130340;6948;275;436;208;379;355;176;216;179;221;129;131;105;9758
130350;849;0;1;0;0;1;2;0;0;0;0;1;0;854
130353;5560;343;375;116;262;179;169;423;281;113;195;186;88;8290
130356;2004;170;80;269;73;64;50;53;48;75;82;170;49;3187
130360;294;3;3;4;0;3;0;0;0;1;2;2;0;312
130370;977;44;171;14;2;27;6;2;1;3;2;1;1;1251
130380;1874;95;44;309;106;48;33;31;15;26;16;17;4;2618
130390;806;325;3;622;7;19;28;10;20;29;12;13;4;1898
130395;401;5;28;6;14;8;7;12;1;4;7;4;2;499
130400;498;6;7;22;53;29;10;10;10;7;7;7;4;670
130406;2169;48;46;49;38;48;51;54;39;30;57;40;43;2712
130410;935;1;2;0;0;0;0;5;1;0;0;0;1;945
130420;3997;155;747;161;127;106;74;121;89;180;108;123;63;6051
130423;388;0;1;0;0;0;0;0;0;0;0;0;0;389
130426;215;445;35;512;129;36;20;28;40;14;23;11;0;1508
130430;901;26;20;52;22;8;1;7;1;4;6;2;1;1051
130440;582;5;19;47;91;29;17;13;8;4;5;1;0;821
139999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140002;180;155;209;53;30;25;30;17;25;22;4;9;9;768
140005;575;151;177;91;57;31;14;54;16;13;6;13;9;1207
140010;76978;4013;4231;3120;3692;3068;2923;3635;3224;3187;2743;3284;2303;116401
140015;793;15;26;17;28;8;11;15;24;39;41;40;17;1074
140017;857;91;143;39;39;68;37;41;35;62;44;53;27;1536
140020;1126;26;186;38;90;28;34;78;49;34;21;13;17;1740
140023;433;6;21;10;16;23;13;16;39;5;8;9;5;604
140028;272;215;112;17;15;12;8;22;8;10;7;4;5;707
140030;964;101;107;45;37;35;63;43;34;44;96;57;14;1640
140040;524;25;17;9;230;19;27;29;17;18;5;5;3;928
140045;558;19;104;24;12;23;9;14;12;14;11;7;4;811
140047;2167;167;327;202;91;88;119;81;91;84;111;86;59;3673
140050;587;26;11;35;12;10;12;29;13;15;6;9;0;765
140060;342;11;76;26;7;17;39;13;14;10;5;11;3;574
140070;66;4;7;1;3;5;0;8;0;2;1;2;2;101
149999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150010;9699;277;338;262;274;249;319;207;247;348;222;255;211;12908
150013;701;23;17;10;15;12;15;9;32;24;5;19;12;894
150020;3644;72;157;155;611;182;173;131;206;274;155;86;64;5910
150030;1968;26;26;193;15;11;14;11;81;97;21;7;2;2472
150034;1874;198;235;88;92;96;102;138;99;130;109;88;83;3332
150040;2408;159;242;202;85;48;50;78;195;175;59;63;16;3780
150050;7387;176;188;417;140;112;183;116;222;213;312;147;115;9728
150060;39988;2104;3992;4911;5807;5544;5962;5307;4708;4356;2811;3255;1097;89842
150070;1152;18;41;458;204;30;13;6;9;4;1;3;0;1939
150080;65755;3211;3266;2971;3020;3034;3251;3032;3174;3428;3100;3093;1984;102319
150085;1683;53;72;63;35;42;90;90;79;58;54;40;14;2373
150090;1969;253;114;351;39;32;24;305;42;8;13;30;3;3183
150095;1391;40;304;93;48;26;32;24;31;36;22;13;8;2068
150100;747;43;24;159;17;12;16;1;146;11;7;14;4;1201
150110;490;5;1;2;3;1;1;0;4;1;1;1;3;513
150120;1530;163;108;99;212;58;17;15;18;27;13;10;11;2281
150125;392;25;44;24;19;24;19;28;41;37;25;35;9;722
150130;20472;992;799;749;705;1062;1495;1513;1352;1256;1185;696;600;32876
150140;416152;13831;14249;12316;12315;13064;11259;13558;13903;13033;11352;11791;8896;565719
150145;873;229;20;174;54;47;25;23;47;18;23;12;10;1555
150150;8770;389;462;373;305;360;354;395;470;360;364;393;494;13489
150157;974;98;28;34;24;24;49;54;50;94;37;31;34;1531
150160;1263;35;35;99;63;60;28;142;231;90;114;121;20;2301
150170;7334;197;474;396;237;333;263;251;660;231;926;136;68;11506
150172;1017;43;37;201;35;36;36;55;65;32;15;20;7;1599
150175;709;13;15;13;20;14;18;22;14;8;9;17;11;883
150178;3429;90;131;103;149;129;141;124;249;118;111;137;78;4989
150180;5543;226;743;339;169;129;165;159;96;128;68;65;30;7860
150190;1313;122;19;78;20;39;12;14;258;47;32;12;9;1975
150195;365;26;14;107;9;3;1;0;2;3;0;0;0;530
150200;823;6;30;33;7;8;4;15;58;27;4;7;3;1025
150210;6253;112;46;26;81;343;101;50;442;159;56;50;26;7745
150215;12645;878;1138;1455;1982;2797;2058;1803;1643;1145;1301;1133;708;30686
150220;7083;369;345;210;217;251;220;270;221;230;249;217;159;10041
150230;2928;66;122;71;64;65;94;72;91;46;59;30;34;3742
150240;31364;1418;1637;1018;1141;1108;1197;1217;1587;1549;1481;1367;920;47004
150250;774;15;14;231;13;18;4;7;17;11;7;4;1;1116
150260;507;27;72;15;11;5;3;2;68;7;4;3;0;724
150270;3820;417;522;200;188;123;135;127;559;150;116;128;63;6548
150275;3589;86;23;39;49;73;165;109;20;21;31;31;21;4257
150276;1777;152;223;103;105;111;126;79;119;86;97;100;47;3125
150277;2129;133;139;158;185;400;261;195;173;331;168;235;67;4574
150280;900;10;8;7;2;0;1;16;3;5;2;2;0;956
150285;693;134;149;27;16;14;6;5;110;11;7;2;3;1177
150290;1457;60;24;33;36;28;14;41;30;37;15;11;5;1791
150293;5062;323;357;265;226;254;216;259;341;176;280;213;144;8116
150295;1472;507;559;72;46;64;48;41;54;68;50;49;37;3067
150300;633;7;12;14;2;2;0;0;1;2;2;1;3;679
150304;1478;33;32;80;30;33;41;21;47;47;22;14;12;1890
