Coluna;Mês Desligamento
Município;Não desligado ano;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
110001;2036;72;73;60;56;61;84;76;48;53;79;64;233;2995
110002;14336;682;883;854;936;969;1063;846;883;804;1036;834;1102;25228
110003;409;8;16;21;30;19;33;17;8;22;14;11;81;689
110004;11976;457;873;473;558;516;556;601;603;521;860;574;767;19335
110005;1596;50;68;55;45;45;52;66;59;44;58;69;231;2438
110006;1815;55;65;65;56;51;59;88;51;72;64;80;107;2628
110007;698;34;30;16;36;18;21;29;31;21;39;40;63;1076
110008;815;28;16;35;20;20;21;24;20;16;54;18;45;1132
110009;3422;193;192;162;156;204;120;203;158;150;175;176;312;5623
110010;3039;92;71;69;69;85;62;90;71;90;82;99;203;4122
110011;7326;347;338;329;395;336;498;426;404;321;356;307;384;11767
110012;20297;809;807;1016;910;1043;817;1127;1108;973;1141;1122;1603;32773
110013;2037;143;126;115;125;183;96;116;116;87;82;139;188;3553
110014;1165;22;38;32;26;21;32;73;31;29;59;47;30;1605
110015;4538;217;211;216;222;171;221;184;249;184;175;189;269;7046
110018;6532;327;373;344;312;381;362;594;379;370;491;311;647;11423
110020;130379;2465;3154;3192;3163;3252;3735;3667;3835;3883;4264;4102;5044;174135
110025;1861;54;68;59;87;47;44;73;65;55;91;56;82;2642
110026;367;35;11;20;9;10;6;11;3;8;13;11;26;530
110028;8033;285;337;451;372;663;323;386;382;835;464;445;472;13448
110029;975;24;41;35;27;36;19;52;49;41;119;67;29;1514
110030;14159;626;645;650;787;759;732;1019;743;826;959;737;849;23491
110032;1423;36;50;52;48;32;44;53;85;105;126;56;63;2173
110033;1349;41;33;33;56;45;35;31;29;32;63;111;77;1935
110034;1353;41;23;59;91;29;28;46;65;29;46;35;105;1950
110037;731;23;11;10;18;11;15;18;27;11;18;11;19;923
110040;1176;52;40;53;37;43;47;63;36;48;65;48;104;1812
110045;2685;210;144;127;140;237;179;106;114;156;120;185;268;4671
110050;572;12;10;19;6;8;8;8;10;7;7;6;30;703
110060;379;56;18;7;9;4;6;11;12;6;7;9;3;527
110070;543;11;12;7;22;34;17;5;6;9;10;9;16;701
110080;1163;25;31;39;67;47;37;49;49;27;80;50;173;1837
110090;341;3;15;14;15;5;0;6;9;5;17;29;17;476
110092;1549;83;88;102;146;123;96;164;131;108;150;102;156;2998
110094;1309;51;70;140;58;116;121;101;58;58;75;102;166;2425
110100;484;22;18;10;13;16;4;4;23;9;11;17;35;666
110110;845;24;26;23;26;17;32;28;69;40;73;39;96;1338
110120;677;15;19;26;27;28;24;24;34;30;38;31;60;1033
110130;950;16;32;23;25;36;23;31;27;21;56;16;27;1283
110140;1046;40;39;43;98;26;38;37;33;32;33;29;59;1553
110143;404;6;3;4;6;4;6;6;5;6;4;3;5;462
110145;358;10;5;8;7;11;7;6;7;4;26;14;25;488
110146;321;24;25;35;22;29;27;23;30;18;18;18;96;686
110147;299;76;2;8;7;6;5;8;8;2;15;41;4;481
110148;246;3;5;3;1;9;7;9;5;6;20;7;73;394
110149;1080;54;55;34;39;28;48;99;60;30;83;28;138;1776
110150;736;10;14;45;30;12;10;21;10;16;27;13;29;973
110155;350;9;8;6;13;4;6;6;7;5;4;5;32;455
110160;669;15;12;21;23;15;25;14;22;10;30;9;40;905
110170;714;15;10;20;12;17;15;16;9;27;26;24;25;930
110175;499;6;2;8;2;4;13;8;0;4;6;4;17;573
110180;523;6;12;7;7;7;6;13;7;11;13;11;13;636
119999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120001;625;11;20;14;16;13;18;19;28;24;41;20;95;944
120005;301;11;4;5;4;4;6;5;1;3;6;5;13;368
120010;1047;24;20;26;18;19;13;28;17;14;115;40;188;1569
120013;549;15;12;18;13;21;19;24;24;23;72;24;60;874
120017;519;48;43;9;12;9;12;17;17;6;23;17;22;754
120020;5165;108;80;139;151;97;57;131;110;135;146;195;198;6712
120025;924;11;18;22;25;19;18;24;24;16;18;19;20;1158
120030;1156;23;11;18;4;4;10;24;26;37;7;16;62;1398
120032;173;0;0;0;1;0;0;1;0;0;1;0;0;176
120033;348;50;4;3;3;24;4;2;7;3;9;1;121;579
120034;425;0;0;0;2;0;5;19;22;27;46;53;14;613
120035;841;0;3;12;32;3;20;1;0;5;24;129;82;1152
120038;811;94;15;28;24;22;15;15;25;16;14;17;185;1281
120039;326;0;0;2;2;0;0;1;0;1;0;0;0;332
120040;79661;2553;1850;1875;1589;2194;1722;2254;2034;2176;2267;2245;5760;108180
120042;416;0;0;2;1;2;1;2;5;1;6;3;43;482
120043;2;1;0;0;0;0;0;0;0;0;0;1;0;4
120045;2133;41;39;31;35;37;40;45;45;40;45;50;28;2609
120050;1370;24;27;23;39;45;36;33;38;34;93;123;66;1951
120060;594;19;9;17;11;13;11;8;17;13;19;22;17;770
120070;774;21;57;15;23;14;13;20;32;28;12;10;19;1038
120080;564;7;5;12;4;10;10;12;5;9;13;11;12;674
129999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130002;520;1;2;8;2;1;4;0;2;3;2;1;38;584
130006;360;0;4;5;0;0;3;0;0;1;0;0;0;373
130008;307;7;1;4;3;1;1;2;1;1;1;1;2;332
130010;482;5;0;2;8;3;4;10;1;1;13;0;0;529
130014;730;1;0;4;1;2;0;3;1;2;4;3;14;765
130020;644;0;0;1;0;0;0;0;0;0;0;0;0;645
130030;396;9;3;1;3;3;6;2;1;8;2;1;2;437
130040;74;1;0;1;1;1;3;4;6;1;1;4;3;100
130050;763;3;2;4;1;0;0;1;1;3;0;2;1;781
130060;735;17;11;3;16;3;0;3;5;4;1;5;3;806
130063;18;0;0;0;0;0;0;0;0;0;0;0;0;18
130068;325;0;2;0;0;0;0;0;1;0;1;0;1;330
130070;1370;13;8;6;4;13;11;5;11;21;10;10;24;1506
130080;1512;14;3;5;8;9;4;5;2;3;5;5;18;1593
130083;609;0;0;0;0;0;0;1;1;0;0;1;0;612
130090;22;0;1;0;1;1;1;0;0;0;1;0;2;29
130100;815;0;0;0;1;4;4;1;2;2;2;0;1;832
130110;982;3;2;7;1;5;3;4;2;3;10;5;13;1040
130115;662;1;5;7;5;0;47;33;7;4;5;25;2;803
130120;6406;155;146;177;148;106;140;80;268;227;137;332;482;8804
130130;764;2;5;0;0;2;1;0;1;0;2;5;0;782
130140;1372;3;3;3;2;4;4;4;4;1;5;4;0;1409
130150;729;0;1;3;0;0;1;1;1;1;1;3;0;741
130160;17;0;0;0;5;10;1;0;0;0;1;0;0;34
130165;497;1;4;2;1;4;3;2;0;3;2;3;0;522
130170;1867;19;24;53;26;42;42;99;257;75;298;265;128;3195
130180;353;0;0;0;0;1;0;0;0;0;0;0;0;354
130185;2986;74;58;72;62;59;59;77;51;93;123;99;152;3965
130190;7329;132;186;193;106;135;128;121;131;138;256;250;406;9511
130195;401;1;0;0;0;0;0;0;0;1;0;0;0;403
130200;354;3;3;3;7;2;2;9;1;3;53;62;55;557
130210;352;0;0;2;0;0;0;0;0;0;0;0;0;354
130220;532;2;0;0;7;1;2;0;0;0;0;0;0;544
130230;14;0;0;1;0;0;0;0;0;0;0;0;0;15
130240;1283;8;6;7;5;4;10;18;2;17;3;16;10;1389
130250;3984;526;399;142;132;91;107;153;275;265;237;161;285;6757
130255;907;85;8;11;7;10;15;20;12;5;0;7;29;1116
130260;440469;17607;16338;16987;16531;17339;15580;18095;17449;20313;21447;20976;26305;665436
130270;970;7;2;6;7;1;5;6;10;4;14;20;38;1090
130280;544;0;0;0;1;3;1;0;0;2;3;0;0;554
130290;2611;41;12;20;49;20;25;33;32;62;63;33;153;3154
130300;564;1;0;7;19;13;7;10;1;0;2;9;200;833
130310;990;0;3;1;0;2;2;4;3;3;3;3;12;1026
130320;312;7;10;13;9;59;7;4;6;8;4;14;288;741
130330;434;0;1;2;0;1;0;1;0;10;0;0;0;449
130340;5852;75;48;74;57;83;368;62;73;95;57;76;63;6983
130350;441;0;0;0;0;0;0;0;0;0;0;1;0;442
130353;3913;114;171;80;85;106;73;100;88;108;217;82;988;6125
130356;1697;40;32;30;59;96;41;70;56;101;21;29;41;2313
130360;209;0;0;0;1;0;0;1;0;0;0;0;0;211
130370;614;0;1;0;0;0;0;0;0;1;0;0;1;617
130380;1811;32;30;17;20;32;38;24;29;38;60;52;342;2525
130390;42;1;0;2;2;0;1;0;0;0;1;2;0;51
130395;252;0;0;0;1;0;1;1;0;4;0;0;4;263
130400;562;35;10;4;12;6;6;14;4;18;7;0;1;679
130406;1821;42;31;31;32;19;24;36;35;29;37;30;24;2191
130410;793;0;0;0;0;0;0;0;0;0;0;0;0;793
130420;2156;45;46;45;35;37;31;41;47;56;53;82;122;2796
130423;313;0;0;0;4;1;1;0;0;0;1;0;1;321
130426;27;1;0;1;0;0;0;0;0;0;0;1;0;30
130430;800;1;0;4;5;3;4;1;2;15;11;6;61;913
130440;549;0;0;7;1;0;0;1;1;0;0;1;0;560
139999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140002;358;0;2;1;1;1;0;1;4;0;5;7;5;385
140005;543;3;8;7;7;7;6;6;2;9;2;5;41;646
140010;46440;1211;1320;1371;1513;1685;1841;1619;1611;1573;2197;1466;1767;65614
140015;512;6;1;4;5;11;5;5;1;2;4;2;1;559
140017;314;15;17;11;35;51;64;30;24;22;13;21;22;639
140020;756;15;21;26;11;17;25;19;6;11;19;8;435;1369
140023;183;3;1;4;0;0;2;3;0;2;7;1;210;416
140028;275;4;5;13;10;8;7;3;8;6;11;66;11;427
140030;719;7;8;5;7;7;11;9;14;6;3;13;23;832
140040;211;1;6;1;0;5;4;0;2;1;4;8;8;251
140045;505;6;15;18;7;7;18;3;10;11;19;38;33;690
140047;331;9;21;13;18;19;25;15;10;9;24;19;42;555
140050;91;2;4;2;1;2;2;2;3;1;2;2;4;118
140060;53;4;4;1;11;1;0;2;9;3;1;2;0;91
140070;127;1;0;4;4;1;0;0;0;4;0;10;10;161
149999;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150010;5700;121;66;136;128;96;91;131;134;124;119;100;217;7163
150013;641;37;39;68;11;29;8;32;25;14;22;10;32;968
150020;2406;25;33;24;18;23;31;58;43;45;78;54;432;3270
150030;1729;5;14;9;12;6;6;13;7;10;6;4;9;1830
150034;1457;59;72;84;88;88;86;70;81;87;80;60;73;2385
150040;1841;8;7;8;11;18;21;16;17;25;38;44;178;2232
150050;7301;241;649;166;144;208;186;323;391;219;234;308;721;11091
150060;9658;440;285;432;281;368;313;308;364;338;325;372;386;13870
150070;60;4;1;0;0;2;0;0;1;2;1;5;2;78
150080;48632;1610;1773;1876;1878;1658;1947;2110;1998;1960;2583;2188;2328;72541
150085;369;30;28;51;16;42;39;20;29;28;24;15;14;705
150090;1415;6;1;2;8;17;4;18;0;4;9;8;9;1501
150095;873;6;8;13;5;1;9;7;5;4;7;7;11;956
150100;819;23;39;6;30;5;37;5;13;5;7;6;45;1040
150110;244;3;5;11;5;5;5;3;2;3;4;5;1;296
150120;1450;10;11;19;15;18;20;22;15;22;17;18;30;1667
150125;414;24;14;16;18;29;31;22;28;25;20;22;27;690
